label,sentence,sample_index
1,much of the lady and the duke is about quiet decisive moments between members of the cultural elite as they determine how to proceed as the world implodes,1938
1,viveka seldahl and sven wollter will touch you to the core in a film you will never forget that you should never forget,1954
1,from the dull surreal ache of mortal awareness emerges a radiant character portrait,1956
1,the urban landscapes are detailed down to the signs on the kiosks and the color palette with lots of somber blues and pinks is dreamy and evocative,1963
1,unlike lots of hollywood fluff this has layered well developed characters and some surprises,1967
1,a french film with a more down home flavor,1971
1,fontaine masterfully creates a portrait of two strong men in conflict inextricably entwined through family history each seeing himself in the other neither liking what he sees,1973
1,sure it s contrived and predictable but its performances are so well tuned that the film comes off winningly even though it s never as solid as you want it to be,1975
1,what s surprising is how well it holds up in an era in which computer generated images are the norm,1987
1,like all of egoyan s work ararat is fiercely intelligent and uncommonly ambitious,2002
1,if a big musical number like praise the lord he s the god of second chances does n t put you off this will be an enjoyable choice for younger kids,2003
1,rifkin s references are impeccable throughout,2008
1,mr polanski is in his element here alone abandoned but still consoled by his art which is more than he has ever revealed before about the source of his spiritual survival,2015
1,it gives devastating testimony to both people s capacity for evil and their heroic capacity for good,2021
1,the film reminds me of a vastly improved germanic version of my big fat greek wedding with better characters some genuine quirkiness and at least a measure of style,2022
1,the difference is that i truly enjoyed most of mostly martha while i ne,2023
1,the ensemble cast turns in a collectively stellar performance and the writing is tight and truthful full of funny situations and honest observations,2040
1,like edward norton in american history x ryan gosling murder by numbers delivers a magnetic performance,2045
1,this is a very funny heartwarming film,2046
1,there are some movies that hit you from the first scene and you know it s going to be a trip,2051
1,it turns out to be smarter and more diabolical than you could have guessed at the beginning,2056
1,it s mostly a pleasure to watch,2059
1,the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy,2061
1,koury frighteningly and honestly exposes one teenager s uncomfortable class resentment and in turn his self inflicted retaliation,2068
1,a beautiful entertaining two hours,2083
1,parris performance is credible and remarkably mature,2086
1,this real life hollywood fairy tale is more engaging than the usual fantasies hollywood produces,2097
1,the graphic carnage and re creation of war torn croatia is uncomfortably timely relevant and sickeningly real,2098
1,witty contemplative and sublimely beautiful,2105
1,woven together handsomely recalling sixties rockumentary milestones from lonely boy to do n t look back,2107
1,it excels because unlike so many other hollywood movies of its ilk it offers hope,2120
1,shot in rich shadowy black and white devils chronicles with increasingly amused irony the relationship between reluctant captors and befuddled captives,2121
1,argento at only 26 brings a youthful out to change the world aggressiveness to the project as if she s cut open a vein and bled the raw film stock,2127
1,brash intelligent and erotically perplexing haneke s portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt,2129
1,the large format film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes,2135
1,unlike most surf movies blue crush thrillingly uses modern technology to take the viewer inside the wave,2138
1,nicks sustains the level of exaggerated stylized humor throughout by taking your expectations and twisting them just a bit,2153
1,the movie s seams may show but pellington gives mothman an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling,2159
1,a fresh faced big hearted and frequently funny thrill ride for the kiddies with enough eye candy and cheeky wit to keep parents away from the concession stand,2163
1,an engrossing and grim portrait of hookers what they think of themselves and their clients,2167
1,deep intelligence and a warm enveloping affection breathe out of every frame,2173
1,sweet home alabama is n t going to win any academy awards but this date night diversion will definitely win some hearts,2176
1,what a concept what an idea what a thrill ride,2186
1,this is a more fascinating look at the future than bladerunner and one of the most high concept sci fi adventures attempted for the screen,2187
1,impresses as a skillfully assembled highly polished and professional adaptation just about as chilling and unsettling as manhunter was,2195
1,though a touch too arthouse 101 in its poetic symbolism heaven proves to be a good match of the sensibilities of two directors,2197
1,muccino who directed from his own screenplay is a canny crowd pleaser and the last kiss provides more than enough sentimental catharsis for a satisfying evening at the multiplex,2199
1,every moment crackles with tension and by the end of the flick you re on the edge of your seat,2206
1,ong s promising debut is a warm and well told tale of one recent chinese immigrant s experiences in new york city,2221
1,that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing that he has been able to share his story so compellingly with us is a minor miracle,2222
1,the story like ravel s bolero builds to a crescendo that encompasses many more paths than we started with,2227
1,aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil,2236
1,unexpected and often contradictory truths emerge,2237
1,a deliberative account of a lifestyle characterized by its surface obsession one that typifies the delirium of post pre and extant stardom,2251
1,the film has the courage of its convictions and excellent performances on its side,2253
1,the case is a convincing one and should give anyone with a conscience reason to pause,2257
1,coy but exhilarating with really solid performances by ving rhames and wesley snipes,2261
1,tackles the difficult subject of grief and loss with such life embracing spirit that the theme does n t drag an audience down,2264
1,a delightful romantic comedy with plenty of bite,2269
1,it s that good,2273
1,smart sassy interpretation of the oscar wilde play,2274
1,japanese director shohei imamura s latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime,2276
1,this is one of the outstanding thrillers of recent years,2282
1,skins has a desolate air but eyre a native american raised by white parents manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor,2283
1,an intelligent romantic thriller of a very old school kind of quality,2286
1,o fantasma is boldly confidently orchestrated aesthetically and sexually and its impact is deeply and rightly disturbing,2289
1,lee s achievement extends to his supple understanding of the role that brown played in american culture as an athlete a movie star and an image of black indomitability,2292
1,the immersive powers of the giant screen and its hyper realistic images are put to perfect use in the breathtakingly beautiful outer space documentary space station 3d,2296
1,holofcener rejects patent solutions to dramatize life s messiness from inside out in all its strange quirks,2304
1,like the full monty this is sure to raise audience s spirits and leave them singing long after the credits roll,2305
1,a moving story of determination and the human spirit,2309
1,although it lacks the detail of the book the film does pack some serious suspense,2317
1,this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility working to develop her own film language with conspicuous success,2321
1,coral reef adventure is a heavyweight film that fights a good fight on behalf of the world s endangered reefs and it lets the pictures do the punching,2322
1,this sensitive smart savvy compelling coming of age drama delves into the passive aggressive psychology of co dependence and the struggle for self esteem,2333
1,a very charming and funny movie,2335
1,becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters,2344
1,it s consistently funny in an irresistible junior high way and consistently free of any gag that would force you to give it a millisecond of thought,2349
1,cuaron repeatedly perversely undercuts the joie de vivre even as he creates it giving the movie a mournful undercurrent that places the good time shenanigans in welcome perspective,2352
1,it s definitely an improvement on the first blade since it does n t take itself so deadly seriously,2353
1,a slam bang extravaganza that is all about a wild and woolly wall to wall good time,2354
1,though it s equally solipsistic in tone the movie has enough vitality to justify the notion of creating a screen adaptation of evans saga of hollywood excess,2371
1,just like a splendid meal red dragon satisfies from its ripe recipe inspiring ingredients certified cuisine and palatable presentation,2375
1,the structure is simple but in its own way rabbit proof fence is a quest story as grand as the lord of the rings,2376
1,a film that will enthrall the whole family,2380
1,instead she sees it as a chance to revitalize what is and always has been remarkable about clung to traditions,2386
1,both grant and hoult carry the movie because they are believable as people flawed assured of the wrong things and scared to admit how much they may really need the company of others,2387
1,in the affable maid in manhattan jennifer lopez s most aggressive and most sincere attempt to take movies by storm the diva shrewdly surrounds herself with a company of strictly a list players,2389
1,what the movie lacks in action it more than makes up for in drama suspense revenge and romance,2391
1,just offbeat enough to keep you interested without coming close to bowling you over,2392
1,especially give credit to affleck,2405
1,the film is moody oozing chilling and heart warming all at once a twisting unpredictable cat and mouse thriller,2414
1,a thriller whose style structure and rhythms are so integrated with the story you can not separate them,2418
1,a strong script powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman who is not only a pianist but a good human being,2422
1,frei assembles a fascinating profile of a deeply humanistic artist who in spite of all that he s witnessed remains surprisingly idealistic and retains an extraordinary faith in the ability of images to communicate the truth of the world around him,2428
1,the best part about gangs was daniel day lewis,2431
1,director chris wedge and screenwriters michael berg michael j wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time,2435
1,i was amused and entertained by the unfolding of bielinsky s cleverly constructed scenario and greatly impressed by the skill of the actors involved in the enterprise,2437
1,eric schweig and graham greene both exude an air of dignity that s perfect for the proud warrior that still lingers in the souls of these characters,2442
1,when all is said and done she loves them to pieces and so i trust will you,2444
1,fiji diver rusi vulakoro and the married couple howard and michelle hall show us the world they love and make us love it too,2446
1,the film s gamble to occasionally break up the live action scenes with animated sequences pays off as does its sensitive handling of some delicate subject matter,2454
1,for all its visual panache and compelling supporting characters the heart of the film rests in the relationship between sullivan and his son,2458
1,a little melodramatic but with enough hope to keep you engaged,2463
1,this often hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high minded appeal,2467
1,shanghai ghetto may not be as dramatic as roman polanski s the pianist but its compassionate spirit soars every bit as high,2469
1,for every cheesy scene though there is a really cool bit the movie s conception of a future world holographic librarian orlando jones who knows everything and answers all questions is visually smart cleverly written and nicely realized,2474
1,just as the recent argentine film son of the bride reminded us that a feel good movie can still show real heart time of favor presents us with an action movie that actually has a brain,2489
1,the importance of being earnest so thick with wit it plays like a reading from bartlett s familiar quotations,2492
1,the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard,2495
1,both lead performances are oscar size,2496
1,a remarkably insightful look at the backstage angst of the stand up comic,2499
1,it s more enjoyable than i expected though and that s because the laughs come from fairly basic comedic constructs,2502
1,the cast is spot on and the mood is laid back,2503
1,shot largely in small rooms the film has a gentle unforced intimacy that never becomes claustrophobic,2508
1,mcgrath has deftly trimmed dickens wonderfully sprawling soap opera the better to focus on the hero s odyssey from cowering poverty to courage and happiness,2511
1,but kouyate elicits strong performances from his cast and he delivers a powerful commentary on how governments lie no matter who runs them,2514
1,a small movie with a big heart,2520
1,a triumph a film that hews out a world and carries us effortlessly from darkness to light,2524
1,an action thriller of the finest kind evoking memories of day of the jackal the french connection and heat,2532
0,the events of the film are just so weird that i honestly never knew what the hell was coming next,2536
1,that jack nicholson makes this man so watchable is a tribute not only to his craft but to his legend,2538
1,mark pellington s latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth,2541
1,an enjoyable above average summer diversion,2544
1,if you ve the patience there are great rewards here,2546
1,as a science fiction movie minority report astounds,2547
1,visually breathtaking viscerally exciting and dramatically moving it s the very definition of epic adventure,2548
1,as averse as i usually am to feel good follow your dream hollywood fantasies this one got to me,2555
1,one of the most original american productions this year you ll find yourself remembering this refreshing visit to a sunshine state,2562
1,it has a dashing and resourceful hero a lisping reptilian villain big fights big hair lavish period scenery and a story just complicated enough to let you bask in your own cleverness as you figure it out,2576
1,could easily be called the best korean film of 2002,2581
1,his work transcends the boy meets girl posturing of typical love stories,2589
1,the powder blues and sun splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly dancing clubs,2593
1,if it s not entirely memorable the movie is certainly easy to watch,2595
1,by the time it s done with us mira nair s new movie has its audience giddy with the delight of discovery of having been immersed in a foreign culture only to find that human nature is pretty much the same all over,2596
1,ferrera has the charisma of a young woman who knows how to hold the screen,2598
1,the plot weaves us into a complex web,2599
1,if you ve grown tired of going where no man has gone before but several movies have take heart,2603
1,ou ve got to love a disney pic with as little cleavage as this one has and a heroine as feisty and principled as jane,2607
1,lathan and diggs carry the film with their charisma and both exhibit sharp comic timing that makes the more hackneyed elements of the film easier to digest,2609
1,about schmidt is nicholson s goofy heartfelt mesmerizing king lear,2610
1,even better than the first one,2614
1,captures all the longing anguish and ache the confusing sexual messages and the wish to be a part of that elusive adult world,2633
1,he s the scariest guy you ll see all summer,2634
1,thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories and like a mobius strip elliptically loops back to where it began,2646
1,she s as rude and profane as ever always hilarious and most of the time absolutely right in her stinging social observations,2659
1,to those who have not read the book the film is a much better mother daughter tale than last summer s divine secrets of the ya ya sisterhood but that s not saying much,2660
1,touches smartly and wistfully on a number of themes not least the notion that the marginal members of society might benefit from a helping hand and a friendly kick in the pants,2665
1,although shot with little style skins is heartfelt and achingly real,2671
1,it may scream low budget but this charmer has a spirit that can not be denied,2679
0,without de niro city by the sea would slip under the waves,2681
1,a good music documentary probably one of the best since the last waltz,2683
1,if the plot seems a bit on the skinny side that s because panic room is interested in nothing more than sucking you in and making you sweat,2684
1,the film works due mostly to the tongue in cheek attitude of the screenplay,2685
1,broomfield has a rather unique approach to documentary,2687
1,robinson s web of suspense matches the page turning frenzy that clancy creates,2691
1,washington overcomes the script s flaws and envelops the audience in his character s anguish anger and frustration,2695
1,although largely a heavy handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse the film retains ambiguities that make it well worth watching,2710
1,a powerful inflammatory film about religion that dares to question an ancient faith and about hatred that offers no easy comfortable resolution,2711
1,in its own floundering way it gets to you,2712
1,presents a side of contemporary chinese life that many outsiders will be surprised to know exists and does so with an artistry that also smacks of revelation,2721
1,engages us in constant fits of laughter until we find ourselves surprised at how much we care about the story and end up walking out not only satisfied but also somewhat touched,2723
1,blisteringly rude scarily funny sorrowfully sympathetic to the damage it surveys the film has in kieran culkin a pitch perfect holden,2725
1,delia greta and paula rank as three of the most multilayered and sympathetic female characters of the year,2732
1,as each of them searches for their place in the world miller digs into their very minds to find an unblinking flawed humanity,2733
1,sometimes charming sometimes infuriating this argentinean dramedy succeeds mainly on the shoulders of its actors,2739
1,a venturesome beautifully realized psychological mood piece that reveals its first time feature director s understanding of the expressive power of the camera,2742
1,the sum of all fears is simply a well made and satisfying thriller,2745
1,a lovely and beautifully photographed romance,2746
0,what makes esther kahn so demanding is that it progresses in such a low key manner that it risks monotony,2750
1,dark and unrepentant this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten,2757
1,you ll know a star when you see one,2763
1,but the nerve raked acting the crackle of lines the impressive stagings of hardware make for some robust and scary entertainment,2766
0,contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii,2767
0,it wears its heart on the sleeve of its gaudy hawaiian shirt,2775
1,digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations,2780
1,the cast is phenomenal especially the women,2785
1,a marvel of production design,2786
1,the byplay and bickering between the now spy savvy siblings carmen vega and juni sabara cortez anchor the film in a very real and amusing give and take,2787
1,though in some ways similar to catherine breillat s fat girl rain is the far superior film,2789
1,bright intelligent and humanly funny film,2798
1,part of the film s cheeky charm comes from its vintage schmaltz,2800
1,exhilarating funny and fun,2811
1,it s worth taking the kids to,2813
1,it s an exhilarating place to visit this laboratory of laughter,2820
1,a great companion piece to other napoleon films,2822
1,berling and béart continue to impress and isabelle huppert again shows uncanny skill in getting under the skin of her characters,2827
1,the more you think about the movie the more you will probably like it,2845
1,there has been a string of ensemble cast romances recently but peter mattei s love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive if tragic note,2850
1,anybody who enjoys quirky fun popcorn movies with a touch of silliness and a little bloodshed,2852
1,after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here it s a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen,2860
1,precocious smarter than thou wayward teen struggles to rebel against his oppressive right wing propriety obsessed family,2867
1,alternating between facetious comic parody and pulp melodrama this smart aleck movie tosses around some intriguing questions about the difference between human and android life,2870
0,a brutally dry satire of middle american numbness,2874
1,the story that emerges has elements of romance tragedy and even silent movie comedy,2881
1,the story plays out slowly but the characters are intriguing and realistic,2893
1,as quiet patient and tenacious as mr lopez himself who approaches his difficult endless work with remarkable serenity and discipline,2897
1,the most audacious outrageous sexually explicit psychologically probing pure libido film of the year has arrived from portugal,2903
1,the creative animation work may not look as fully rendered as pixar s industry standard but it uses lighting effects and innovative backgrounds to an equally impressive degree,2904
1,manages to deliver a fair bit of vampire fun,2908
1,take nothing seriously and enjoy the ride,2927
1,some body will take you places you have n t been and also places you have,2930
1,graphic sex may be what s attracting audiences to unfaithful but gripping performances by lane and gere are what will keep them awake,2934
1,much has been written about those years when the psychedelic 60s grooved over into the gay 70s but words do n t really do the era justice,2937
1,as it turns out you can go home again,2956
1,you ve already seen city by the sea under a variety of titles but it s worth yet another visit,2957
1,the little girls understand and mccracken knows that s all that matters,2960
1,a dreadful day in irish history is given passionate if somewhat flawed treatment,2963
1,is funny in the way that makes you ache with sadness the way chekhov is funny profound without ever being self important warm without ever succumbing to sentimentality,2965
1,there s a lot of tooth in roger dodger,2973
1,its use of the thriller form to examine the labyrinthine ways in which people s lives cross and change buffeted by events seemingly out of their control is intriguing provocative stuff,2977
1,a heady biting be bop ride through nighttime manhattan a loquacious videologue of the modern male and the lengths to which he ll go to weave a protective cocoon around his own ego,2987
1,skin of man gets a few cheap shocks from its kids in peril theatrics but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults,2988
0,the piano teacher is not an easy film,2989
0,can i admit xxx is as deep as a petri dish and as well characterized as a telephone book but still say it was a guilty pleasure,2993
1,an intimate contemplation of two marvelously messy lives,2995
1,this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party,2997
1,a metaphor for a modern day urban china searching for its identity,2999
1,a tightly directed highly professional film that s old fashioned in all the best possible ways,3004
1,an original and highly cerebral examination of the psychopathic mind,3017
1,some of the most inventive silliness you are likely to witness in a movie theatre for some time,3024
1,a rollicking ride with jaw dropping action sequences striking villains a gorgeous color palette astounding technology stirring music and a boffo last hour that leads up to a strangely sinister happy ending,3026
1,i still like moonlight mile better judgment be damned,3047
0,this new zealand coming of age movie is n t really about anything,3057
1,williams creates a stunning taxi driver esque portrayal of a man teetering on the edge of sanity,3062
1,it s got all the familiar bruckheimer elements and schumacher does probably as good a job as anyone at bringing off the hopkins rock collision of acting styles and onscreen personas,3070
0,there s a great deal of corny dialogue and preposterous moments,3078
1,assayas ambitious sometimes beautiful adaptation of jacques chardonne s novel,3085
1,those who do n t entirely get godard s distinctive discourse will still come away with a sense of his reserved but existential poignancy,3087
1,the result is a powerful naturally dramatic piece of low budget filmmaking,3091
1,this quiet introspective and entertaining independent is worth seeking,3096
1,its story about a young chinese woman ah na who has come to new york city to replace past tragedy with the american dream is one that any art house moviegoer is likely to find compelling,3102
1,shyamalan continues to cut a swathe through mainstream hollywood while retaining an integrity and refusing to compromise his vision,3105
1,much smarter and more attentive than it first sets out to be,3107
1,a movie of technical skill and rare depth of intellect and feeling,3109
1,a pointed often tender examination of the pros and cons of unconditional love and familial duties,3114
1,a comedy drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis,3115
1,it s about issues most adults have to face in marriage and i think that s what i liked about it the real issues tucked between the silly and crude storyline,3116
0,something appears to have been lost in the translation this time,3123
1,washington s strong hand keen eye sweet spirit and good taste are reflected in almost every scene,3125
1,a quietly introspective portrait of the self esteem of employment and the shame of losing a job,3128
1,he has improved upon the first and taken it a step further richer and deeper,3134
1,ice age wo n t drop your jaw but it will warm your heart and i m giving it a strong thumbs up,3137
0,a soap opera quality twist in the last 20 minutes almost puts the kibosh on what is otherwise a sumptuous work of b movie imagination,3142
1,the most ingenious film comedy since being john malkovich,3143
1,manages to accomplish what few sequels can it equals the original and in some ways even betters it,3146
1,jolie gives it that extra little something that makes it worth checking out at theaters especially if you re in the mood for something more comfortable than challenging,3148
1,starts slowly but adrien brody in the title role helps make the film s conclusion powerful and satisfying,3153
1,while the story does seem pretty unbelievable at times it s awfully entertaining to watch,3163
1,if you are in the mood for an intelligent weepy it can easily worm its way into your heart,3165
1,in the director s cut the film is not only a love song to the movies but it also is more fully an example of the kind of lush all enveloping movie experience it rhapsodizes,3186
1,bring on the sequel,3187
1,if we sometimes need comforting fantasies about mental illness we also need movies like tim mccann s revolution no 9,3189
1,the film occasionally tries the viewer s patience with slow pacing and a main character who sometimes defies sympathy but it ultimately satisfies with its moving story,3190
1,a big budget all star movie as unblinkingly pure as the hours is a distinct rarity and an event,3191
1,the artwork is spectacular and unlike most animaton from japan the characters move with grace and panache,3204
1,the picture s fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed,3205
1,with a cast of a list brit actors it is worth searching out,3208
1,this deeply spiritual film taps into the meaning and consolation in afterlife communications,3215
1,there is something that is so meditative and lyrical about babak payami s boldly quirky iranian drama secret ballot a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,3216
0,i wanted more,3219
1,the art direction and costumes are gorgeous and finely detailed and kurys direction is clever and insightful,3221
1,while broomfield s film does n t capture the effect of these tragic deaths on hip hop culture it succeeds as a powerful look at a failure of our justice system,3224
1,a passionately inquisitive film determined to uncover the truth and hopefully inspire action,3232
1,scherfig the writer director has made a film so unabashedly hopeful that it actually makes the heart soar,3246
1,their work is fantastic,3252
1,but mr polanski creates images even more haunting than those in mr spielberg s 1993 classic,3257
1,if you open yourself up to mr reggio s theory of this imagery as the movie s set it can impart an almost visceral sense of dislocation and change,3264
1,the 3 d vistas from orbit with the space station suspended like a huge set of wind chimes over the great blue globe are stanzas of breathtaking awe inspiring visual poetry,3268
1,even when he s not at his most critically insightful godard can still be smarter than any 50 other filmmakers still at work,3271
1,what sets this romantic comedy apart from most hollywood romantic comedies is its low key way of tackling what seems like done to death material,3272
1,has enough wit energy and geniality to please not only the fanatical adherents on either side but also people who know nothing about the subject and think they re not interested,3273
1,a realistically terrifying movie that puts another notch in the belt of the long list of renegade cop tales,3279
1,a charming banter filled comedy one of those airy cinematic bon bons whose aims and by extension accomplishments seem deceptively slight on the surface,3280
1,oddly the film is n t nearly as downbeat as it sounds but strikes a tone that s alternately melancholic hopeful and strangely funny,3285
1,campanella s competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael s evolution,3290
1,by turns very dark and very funny,3291
0,steven soderbergh does n t remake andrei tarkovsky s solaris so much as distill it,3292
1,for more than two decades mr nachtwey has traveled to places in the world devastated by war famine and poverty and documented the cruelty and suffering he has found with an devastating eloquent clarity,3293
1,a vivid spicy footnote to history and a movie that grips and holds you in rapt attention from start to finish,3298
1,if s m seems like a strange route to true love maybe it is but it s to this film s and its makers credit that we believe that that s exactly what these two people need to find each other and themselves,3299
1,if the film s vision of sport as a secular religion is a bit cloying its through line of family and community is heartening in the same way that each season marks a new start,3300
1,a brutal and funny work,3306
1,one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie,3308
1,it s a testament to the film s considerable charm that it succeeds in entertaining despite playing out like a feature length sitcom replete with stereotypical familial quandaries,3310
1,if the man from elysian fields is doomed by its smallness it is also elevated by it the kind of movie that you enjoy more because you re one of the lucky few who sought it out,3313
1,meticulously uncovers a trail of outrageous force and craven concealment,3316
1,unpretentious charming quirky original,3329
1,spinning a web of dazzling entertainment may be overstating it but spider man certainly delivers the goods,3330
1,other than the slightly flawed and fairly unbelievable finale everything else is top shelf,3331
1,i also wanted a little alien as a friend,3336
1,fairy tale formula serves as a paper skeleton for some very good acting dialogue comedy direction and especially charm,3337
1,a wry affectionate delight,3344
1,kids should have a stirring time at this beautifully drawn movie,3347
1,it can be safely recommended as a video dvd babysitter,3356
1,literary purists may not be pleased but as far as mainstream matinee style entertainment goes it does a bang up job of pleasing the crowds,3361
1,samuel l jackson is one of the best actors there is,3366
1,this makes minority report necessary viewing for sci fi fans as the film has some of the best special effects ever,3372
1,austin powers in goldmember has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end,3383
1,schaeffer is n t in this film which may be why it works as well as it does,3384
1,this chicago has hugely imaginative and successful casting to its great credit as well as one terrific score and attitude to spare,3393
1,you will likely prefer to keep on watching,3395
0,insomnia loses points when it surrenders to a formulaic bang bang shoot em up scene at the conclusion,3396
0,what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising subtle turn at the midway point,3398
1,at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had godfrey reggio s career shines like a lonely beacon,3399
1,lan yu is a genuine love story full of traditional layers of awakening and ripening and separation and recovery,3404
1,what a dumb fun curiously adolescent movie this is,3413
1,the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta fagioli comedy,3418
1,without resorting to camp or parody haynes like sirk but differently has transformed the rhetoric of hollywood melodrama into something provocative rich and strange,3419
1,a quasi documentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music,3421
0,exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable,3430
0,all the more disquieting for its relatively gore free allusions to the serial murders but it falls down in its attempts to humanize its subject,3436
0,a sentimental mess that never rings true,3437
0,there is a difference between movies with the courage to go over the top and movies that do n t care about being stupid,3441
0,enough said except film overboard,3444
0,here common sense flies out the window along with the hail of bullets none of which ever seem to hit sascha,3445
0,the rest of the film is dudsville,3451
0,the movie s something borrowed construction feels less the product of loving well integrated homage and more like a mere excuse for the wan thinly sketched story,3454
0,killing time that s all that s going on here,3455
0,the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this i assume the director has pictures of them cavorting in ladies underwear,3458
0,with flashbulb editing as cover for the absence of narrative continuity undisputed is nearly incoherent an excuse to get to the closing bout by which time it s impossible to care who wins,3463
0,to the civilized mind a movie like ballistic ecks vs sever is more of an ordeal than an amusement,3465
0,equlibrium could pass for a thirteen year old s book report on the totalitarian themes of 1984 and farenheit 451,3466
0,the lack of naturalness makes everything seem self consciously poetic and forced it s a pity that nelson s achievement does n t match his ambition,3467
0,imagine the cleanflicks version of love story with ali macgraw s profanities replaced by romance novel platitudes,3468
0,before long you re desperate for the evening to end,3478
0,the biggest problem with roger avary s uproar against the mpaa is that even in all its director s cut glory he s made a film that s barely shocking barely interesting and most of all barely anything,3486
0,even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n t fade amid the deliberate tiresome ugliness it would be rendered tedious by avary s failure to construct a story with even a trace of dramatic interest,3492
0,confuses its message with an ultimate desire to please and contorting itself into an idea of expectation is the last thing any of these three actresses nor their characters deserve,3494
0,dignified ceo s meet at a rustic retreat and pee against a tree,3505
1,has its moments and almost as many subplots,3510
0,the gags and the script are a mixed bag,3511
0,narratively trouble every day is a plodding mess,3513
0,despite engaging offbeat touches knockaround guys rarely seems interested in kicking around a raison d etre that s as fresh faced as its young guns cast,3516
0,rymer does n t trust laughs and does n t conjure proper respect for followers of the whole dead undead genre who deserve more from a vampire pic than a few shrieky special effects,3525
0,it s also curious to note that this film like the similarly ill timed antitrust is easily as bad at a fraction the budget,3531
0,the problem is that van wilder does little that is actually funny with the material,3533
0,a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff,3543
0,what with all the blanket statements and dime store ruminations on vanity the worries of the rich and sudden wisdom the film becomes a sermon for most of its running time,3547
0,plodding peevish and gimmicky,3549
0,h ad i suffered and bled on the hard ground of ia drang i d want something a bit more complex than we were soldiers to be remembered by,3557
0,journalistically dubious inept and often lethally dull,3560
0,what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard it s icky,3590
0,it s an 88 minute highlight reel that s 86 minutes too long,3591
0,with the exception of mccoist the players do n t have a clue on the park,3593
0,this cloying voices from the other side story is hell,3596
0,n o matter how much good will the actors generate showtime eventually folds under its own thinness,3599
0,a sham construct based on theory sleight of hand and ill wrought hypothesis,3604
0,you ll feel like you ate a reeses without the peanut butter,3607
0,without shakespeare s eloquent language the update is dreary and sluggish,3611
0,it looks good sonny but you missed the point,3612
0,start reading your scripts before signing that dotted line,3622
0,an alternately raucous and sappy ethnic sitcom you d be wise to send your regrets,3623
1,watching the powerpuff girls movie my mind kept returning to one anecdote for comparison the cartoon in japan that gave people seizures,3632
0,diane lane s sophisticated performance ca n t rescue adrian lyne s unfaithful from its sleazy moralizing,3642
0,it s not only dull because we ve seen eddie murphy do the genial rogue shtick to death but because the plot is equally hackneyed,3661
0,there s no good answer to that one,3665
0,after all it ll probably be in video stores by christmas and it might just be better suited to a night in the living room than a night at the movies,3674
0,given too much time to consider the looseness of the piece the picture begins to resemble the shapeless grasping actors workshop that it is,3676
0,just because a walk to remember is shrewd enough to activate girlish tear ducts does n t mean it s good enough for our girls,3678
0,the trappings of i spy are so familiar you might as well be watching a rerun,3686
