label,sentence1,sentence2,sample_index
1,Three smartly dressed man and woman are standing beside a bicycle on the grass.,Some people are standing outside next to a bicycle.,1426
1,A little boy rides a bike down a hill on a miniature dirt bike.,A little boy is riding outside.,1429
0,A snowboarder soars through the air.,A person is talking a walk in the summer.,1432
1,A driver is sitting in a Team Penske race car.,A driver is sitting in a Nascar.,1434
0,Two people on cellphones walk down the sidewalk while a vendor stands there and a man is eating.,A man is eating ice cream.,1435
1,This person is chopping wood in the winter.,A person is cutting wood.,1436
1,A child runs near some trees.,A child is running near trees.,1439
1,Man in black with one foot on top of a ladder and arms performing a task on a storefront.,A man performs a task.,1440
0,People stand by a rocky cliff with water below.,People are sitting on a couch.,1443
1,A large group of people are sitting at tables.,A large group of people are sitting,1445
1,A girl is performing a wheelie on her bicycle in front of a gray cinder block building.,A girl is on a bicycle.,1446
1,"A girl running with a basketball, while another tries to steal the ball from her.",Two girls are playing with a basketball.,1447
0,"On a hot day, three small kids sit in a big container filled with water.",Fourteen adults all share a single glass of water.,1449
1,Two men and a young lady with red hair play Wii together in the living room on a black leather sofa.,Three people are gaming on a couch in a house.,1451
0,A brown-haired woman is giving a black and white dog a haircut.,A woman is working at a pet store,1459
0,Two guys riding skateboards with one of them performing a jump trick.,Two guys hanging in their room.,1462
0,"Blond bicyclist wearing a helmet and pink goggles, looks down.",bird on poll,1463
0,Two soccer teams are playing a game in a stadium.,Two soccer teams are competing in a championship.,1472
1,A man is looking through a tunnel.,The man looks.,1474
0,A smiling dancer dressed in red is on the football field with fans in the stadium bleachers behind her.,Why does a chicken? I don't know why.,1477
1,A man is kissing the forehead of a baby that is lying on a couch.,A baby lying on a couch gets kessed by a man.,1483
0,The tennis player wears a headband to protect his eyes from sweat.,The tennis player has split his shorts.,1486
1,A young man with headphones and a red shirt on a skateboard at a skateboard park.,A young man skateboards at a skate park.,1488
1,Woman waiting for someone to answer the phone while she stands outside of Pink.,the woman is standing,1489
0,A man in a brown hat and blue jacket is standing outside.,A woman in a blue hat and red jacket is sitting outside.,1492
1,Person in a beige colored coat and hat sitting on the sidewalk while people walk past him.,A man is outside.,1494
0,Two women contestants are walking their dogs in a dog show.,Two women are walking their dogs to compete against each other in a dog show,1497
1,"Men siting on table, with red, green, yellow, and blue umbrella's.","Men are sitting, surrounded by multicolored umbrellas.",1498
1,Worker men labor in the city while being watched by onlookers.,The men are workers in the city who labor by being watched.,1501
1,Men playing in a soccer game in front of a crowd.,The men are playing a sport.,1503
1,An elderly woman looks at a bag of fruit while others look on.,Other people are looking at the elderly woman.,1506
1,A group of young children are participating in arts and crafts.,The children are using team work.,1508
0,European city view with a cafe to one side of a beautiful town square.,There is beautiful entertaining district of the town.,1510
1,A small dog runs with a brown ball in its mouth.,A dog is running.,1512
1,A woman riding a bike while a man jogs beside her near the shore.,Two people are outside.,1522
1,A brunette woman brushes her teeth alone.,A woman is brushing her teeth.,1527
1,A woman in stockings and short shorts.,A woman in tights and short pants.,1530
0,This picture is taken outside a bus with people of Asian descent riding along with open windows.,"A bus full of people, non of whom are Asian, is driving down the street.",1535
0,Construction workers work on a road into the night.,The construction workers are building a hige-rise.,1537
0,"A group of people, many on bikes in a large city.",the people are flying a plane,1539
0,"Two students having a conversation on the other side of a concrete wall, which has a common sitting are on the other side.",Two students discuss their grades on their chemistry exam.,1541
0,This is a mother embracing her child in a daycare facility.,They are hugging.,1548
0,An old woman and young girl are walking in a market.,A grandma and granddaughter are in a market.,1549
1,A woman in a wetsuit aids a fish in need of attention.,A woman is in the water.,1550
1,A person is sitting on the ground at the end of a bridge.,A person sits at the end of a bridge.,1553
1,Two children are enjoying baked goods while sitting in chairs next to one another.,Two kids are eating food.,1557
0,Children in red jerseys play soccer.,Children in blue jerseys play soccer.,1558
0,The dog walks through the water.,The cat scampers.,1560
0,Several children are relaxing outside.,The children are watching tv,1561
0,A girl in a blue shirt is sitting on a swing.,A girl is inside her house.,1562
0,A man is eating barbecue ribs outside next to a grill.,A man was barbecuing.,1565
1,A man in a black tank top with his head leaning back and a rod in his mouth is about to light the rod on fire with the two lit fire sticks in his left hand.,The man is a performer.,1566
0,A lab worker in protective gear examining something with a small light.,A lab worker is holding a small light.,1572
0,baby being fed food on a spoon,crying baby,1574
0,Two college girls are in their dorm looking bored while studying.,The two ladies have no pets.,1575
1,The light brown dog is in an uncrowded parking lot,The animal is in a parking lot.,1576
1,Many people are dancing outside at night under hanging lights.,People are dancing.,1579
1,Two men and one lady news anchors in front of a camera in a studio.,Some people who work for the news in the proximity of a lens.,1583
0,A crowd of people are walking and waving rainbow colored flags along a road decorated with many colored balloons.,the people are young,1584
1,The kayaker is going through rapids.,The kayaker is on the water.,1588
1,A man with glasses vacuuming his lawn.,A man is vacuuming his lawn.,1591
0,"A shirtless male in blue jeans, operates a heavy-duty walk behind lawn mower in front of a brick building.",A shirtless woman is operating a lawn mower.,1600
1,A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.,The woman is wearing green.,1602
1,Three women in white dresses carrying white umbrellas walk through the desert.,Women are carrying umbrellas.,1603
1,A group of young adults standing inside near a Pabst Blue Ribbon beer display.,There is a beer display,1604
0,"Three large dogs, one brown and the others black, tussle over a red toy in the grass outside a building.",dogs fight over toy,1608
1,Two young ladies sit in a living room with mauve chairs and eat snacks.,The women are sitting.,1609
1,"A child lays in the snow next to his sled, raising his hand in the air.",The child is outdoors.,1610
1,A man in yellow and a man in green boating down a river on an overcast day.,There are two men in a boat.,1612
1,A man is shaving his face in the mirror while a girl stands behind him and takes a picture.,A girl takes a picture of a man who is shaving.,1613
1,Two men are reading note cards into microphones.,Two men talking,1614
1,A large crowd of people are walking.,There are more than 5 people.,1616
0,A snowboarder is in the air above a ramp of snow.,A snowboarder performs a trick at the olympics,1618
0,A little boy is wearing a blue and white shirt while holding a toy animal that is either a crocodile or an alligator.,A little boy is holding a his new toy alligator.,1623
1,Two men are sleeping in reclining chairs in some kind of medical or dental facility.,The men are sleeping.,1627
1,A group of people sitting on a dock in a yoga pose.,People do yoga.,1628
1,A group of people are gathered under a slatted awning.,Quite of few people are standing under the roof.,1629
0,Band performs at outdoor event.,Band refuses to perform at an indoor event.,1631
0,"Children sitting at a table, in a shack that appears to be some kind of classroom, bored and staring off into the distance.",man throws ball,1634
0,A young boy swings a baseball bat at a baseball game while adults look onward in the bleachers.,the boy is twelve years old,1635
0,Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,a man is a musician.,1639
0,The men are sitting by a fire outside with two black dogs.,The women are sitting by a fire and roasting marshmallows.,1641
0,Three children sit on the grass.,Three children are having a picnic.,1646
1,Four people in protective clothing standing next to garbage bags.,The people are wearing protective clothing,1647
1,A man in an orange shirt is standing next to a railway line.,The man has feet on the ground.,1648
0,Two bums are sitting on a sidewalk outside a Peace Mission in Portland Oregon.,Two businessman are sitting on a sidewalk.,1650
1,Competitive kayakers battling in ferocious waters,kayakers battling in ferocious waters.,1653
0,A woman holding a young boy in a day care center.,Woman holding a girl.,1655
1,Several people in front of stores.,there are people sanding in fron of the stores.,1659
0,child with a green apple in his mouth is wearing a red life jacket,The child is not wearing anything.,1660
1,"A group of people are watching a man wearing a bandanna on his head, perform.",The people watch the man,1661
0,Orange clad workers removing snow from steps on a cold winter's day.,a group of cheerleaders dancing,1663
1,A golfer wearing a striped red polo shirt and white pants watches his drive after swinging.,A man wearing a nice outfit is looking at the shot he just hit.,1664
1,Two boys performing what appears to be a kissing scene in lunch room.,Two boys filming a movie.,1667
1,"A man animatedly conversing, while a woman attempts to open a container",A man excitedly talks while a woman opens something.,1671
0,Two men participating in martial arts training inside a building.,The men are relaxing on the floor.,1674
1,people in a school cafeteria with a boy in the foreground wearing yellow and brown stripes,Humans in a school,1676
0,A Japanese girl sitting on a rock surrounded by a field.,A Chinese girl is sitting in a chair on the plain.,1677
0,A man with his shirt off standing in a work zone next to a pile of bricks.,The man is getting ready to throw a brick through a window.,1681
1,A little boy wearing blue shorts is holding a yellow noodle over a pool.,A little boy is playing at the pool.,1682
1,The tennis player has her hair tied back,The tennis player tied her hair back with something.,1684
0,Two Asian women are sitting at a table enjoying their foods.,Two Asian women are sitting at a table enjoying their foods in the chinese restaurant.,1686
1,"There is a woman at the window of a building getting ready to hang a small piece of clothing on a clothesline right outside, which already contains some articles of clothing.",A woman is hanging laundry.,1689
1,A woman in a casino stands at an ATM to withdraw money.,The person who is shown wants to take money out of their bank account.,1693
1,A young woman practices a string instrument indoors.,A girl is playing an instrument.,1694
1,A nurse tending to a patient in a hospital.,One person cares for another person.,1697
1,A brown dog is staring closely at a sleeping brown and white dog.,A dog is brown.,1703
1,A man is taking bath in his work area.,A man is taking a bath.,1704
1,Two men working outside cleaning the street in their orange uniforms.,Two men are cleaning the streets.,1707
1,"Woman in pink shirt and black shorts, holding a blue shovel, shoveling white snow.",A woman is shoveling snow.,1711
0,a boy wearing yellow reads a book.,A girl is wearing pink and riding a bicycle.,1713
1,A teenager is punching a punching bag in a gym while another man watches.,The teenager is exercising.,1716
1,A man wearing shorts a long with many other people are sitting in the snow.,The group is outside.,1717
1,A man in a red jacket eats from a Subway wrapper.,A man is eating,1719
1,A young boy is walking in front of some stores,a young boy is walking in front of the store,1720
0,Four teenagers are in a church playing their instruments.,They are in a band.,1723
0,A man working on a large piece of equipment.,The man is working on farm equipment.,1724
0,A little brown dog has a ball in its mouth.,An animal is sleeping.,1725
0,A man grins and holds up a white coffee cup while sitting near a tree.,A man is in a tree.,1727
1,Two women are walking on the street.,Two women are walking.,1728
1,A woman with an umbrella and funky red glasses.,A woman wearing glasses.,1729
1,Photographers snap pictures of unseen subject.,Photographers take  pictures of something.,1731
1,"Man sitting on a bench in a wooded park, watching people walk past.",A man is in a park.,1734
0,The matador is struck by a charging bull as he stabs it with his swords.,The matador stabs a bull with a sharp instrument as it comes after him.,1739
0,Two people drive a Jeep while a lady sits on the top of it.,Two people are in the pool.,1740
0,A young man is doing a skateboarding trick while two guys take pictures and another is riding a scooter.,A young man does a skateboard trick while being photographed for a magazine.,1745
0,A group of people standing on a hillside decorated with yellow flowers as fog rolls over a nearby mountainside.,The children are on the merry-go-round.,1747
0,A group of people in matching native costume are assembled and appear to be participating in a ceremony.,Some native people prepare to have a ceremony.,1757
1,Boy with a red crown in a shopping cart.,People often shop with their children.,1758
1,People in matching shirts are rowing boats while others are on a path with trees.,People in matching shirts are rowing boats,1759
1,A man in a hooded sweatshirt sitting on a toolbox.,A man is sitting.,1762
1,A man wearing a yellow shirt and tan pants plays golf outside while being watched by other people.,People are watching a man play golf.,1764
1,A girl in a blue school uniform climbs a tree and stops for a picture.,A girl is posing in a tree.,1769
0,A man in a blue jersey and orange visor threw a frisbee along a grass hill.,The man is playing frisbee by himself because he is bored.,1770
1,A girl swinging hard enough to get herself vertical.,The girl was swinging high.,1773
1,A couple watching a beautiful sunset on the sea side.,People watching a beautiful sunset on the sea side.,1776
1,People sit outside a tea house on a nice day.,A group of people outside.,1777
1,four skiers climbing snow drapped mountain.,Skiers are climbing,1779
0,A hand turns the tap to allow three dogs to drink some water.,Dogs exhausted after playing,1780
1,A girl sits on a wooden device suspended in air while two men hold her in place.,A girl is suspended high up in the air.,1781
0,A girl in a hat holds a rooster.,A girl in jeans and a hat is holding an animal outside.,1782
1,Passengers on public transportation listening to music through portable devices.,The people are listening to music.,1787
0,A dog is jumping to play in the water,"The dog's owner is playing with the dog, throwing a stick into the water for the dog to retrieve.",1792
1,A woman in red overalls stands on sidewalk.,A woman in red clothing stands on the sidewalk,1793
1,A man in a costume participates in a parade.,A costumed man in a parade.,1794
1,A cowboy Roping a calf in a rodeo.,A person is performing.,1795
1,"A young baseball player wearing a yellow shirt and a blue helmet with ""T"" on it slides into home plate and the catcher, while teammate watch.",Someone is sliding.,1798
0,Little boy climbing tree and smiling.,happy little boy climbing up to his treehouse.,1799
1,The couple is walking down the street talking on their cellphones.,A couple is walking down the street.,1801
0,A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,The  young man is looking to see if dinner is ready yet.,1802
1,"Young man in red hoodie and professional digital camera, hands on top of his head, in an empty building, with graffiti painted on the white walls.",The young manis wearing a red hoodie,1803
0,A group of people are hiking in the forest.,People are riding bikes in the forest.,1805
0,A woman wearing sunglasses is drinking a bottle of water,The woman is drinking a bottle of Dasani.,1807
0,A dog running through the snow with what appears to be a chunk of wood in its mouth.,A dog is outside,1808
0,A man and a woman are sharing a dishwashing task in a kitchen at the sink.,The man and the woman work at a famous restaurant.,1810
1,A skateboarder uses a skateboard ramp.,A young athlete exercises.,1818
1,A happy kid is having is playing with a ball.,The ball is moving.,1820
0,Middle eastern woman walking along side motorcyclist in heavy street traffic.,Egyptian woman walking along side motorcyclist in heavy street traffic.,1821
1,Two women and a child celebrating at a nighttime party.,There are two women and a child at the party.,1823
1,Two firefighters are putting out a fire at a dump.,There is a fire.,1825
1,The black dog is tugging at a green rope.,A dog is near some rope.,1827
1,A woman is sitting next to a flower stand in front of a McDonald's restaurant.,A woman sits by a flower stand.,1832
0,Several men rush stand and walk around a helicopter.,A group of men are perparing to get on a helicopter.,1834
0,A wet black dog is running away from another black dog.,The dog is white.,1836
0,A blue race car on the side of the track.,The track is black.,1838
0,Two people walking across a street.,the people are women,1841
0,"Three men, two with red jerseys and one with a blue jersey, playing a sport.",The three women in yellow are on the same team.,1844
0,A man is wearing sound blockers on his ears.,The man has nothing on his ears.,1847
0,A little girl in an orange dress is running through the sprinkler in the yard.,A girl playing in her front yard.,1851
1,A man wearing a white striped top and a white hat is sitting in front of a sewing machine.,A man has a white hat,1858
1,"Three people playing rock music, one of them is wearing a hat and a black pants with a black t-shirt and singing and playing the guitar.","Out of three people playing music, one with black shirt and pants, playing piano.",1860
0,A man in a gray torso protector is kicking at a man in an orange torso protector's head.,A man shakes hands with his friend.,1862
1,Two people sitting on a tree stump in front of a pond.,People sitting outside by a pond,1863
0,"A white teenage male with a blue shirt is doing a trick on his long board, there are palm tress around him.",they are in antarctica,1866
0,A woman with a white shirt and jeans is riding a motorized scooter.,A woman is taking a bus to school.,1871
0,A person in pink dancing and twirling.,A person is dancing around in a ballroom.,1873
1,"Crates of many colors are stacked against a brick wall, as a man pushes a dumpster.",There is a man in this picture,1876
1,The bulls take on the Hawks in the NBA march madness.,A basketball game,1877
0,Young girl playing with orange cone.,A girl plays with a cone that was left behind after construction finished.,1879
1,A small child with a ponytail dressed in jean shorts and a pink and brown shirt climbs on a pole near wooden playground equipment.,A kid has a ponytail,1880
0,Rear view of dark-skinned woman walking on sidewalk near artwork that is on display.,A woman dances on the stage.,1882
1,A woman in a coat and scarf behind a white railing.,the woman is behind the railing,1883
0,An asian family is picnicking at the beach while others play in the water.,The family is dead.,1885
1,A man in a dark shirt is making a presentation in front of a group.,The man is talking in front of people.,1886
0,A woman carrying a pot of flowers.,A woman is carrying a pot of pink flowers.,1890
1,"Two swimmers move through pristine, bright blue waters with a bright blue skies overhead.",Two swimmers are shown outdoors.,1894
1,A man sleeps outdoors in a city park with people all around him.,People are outside near a man in a park.,1895
1,a crowd of people at a city festival with smoke and fireworks,People at a city festival with smoke and fireworks,1896
1,Three women in headscarves examine a camera.,Three women are looking at a camera.,1897
0,Two kids are playing with toys.,There are three kids playing with video games.,1898
0,A baseball pitcher dressed in a blue and white jersey pitches a baseball.,A man is rolling a bowling ball.,1899
1,a young girl jumping out of the water at a pool,A female emerges from having a swim.,1901
1,A man is bending down taking a picture of a flower.,man takes picture in a garden,1903
0,Little girl is playing on the wet sand of a beach.,there is a hurricane,1905
0,A man in a hat is sitting next to a little boy and next to a metal bucket.,A man is sitting on top of a metal bucket.,1907
0,A man in a red shirt with sunglasses playing an accordion outside of a clothes shop.,The man is drinking a beer at the bar.,1908
0,A man wearing a helmet is standing in front of a machine.,A man is standing in front of a computer.,1909
0,Three people in the snow put their gear in order.,Two men and a boy getting snowshoes and poles together for a walk.,1911
0,Three men sitting in front of computers.,Three woman sitting in front of computers.,1913
1,A single person riding a bike.,Someone rides a bike.,1915
1,A basketball team of 8 girls is doing a hand huddle.,The basketball team of 8 girls are grouped together.,1918
1,"A man with a plastic bag walks down the street, passing by apartment buildings.",A man is walking.,1919
1,A young man in a cowboy hat and yellow shirt plays guitar in front of an audience.,A young man is playing guitar in front of an audience.,1920
0,A worker makes repairs in the wheel of a bulldozer during winter.,The summer heat makes the repair job uncomfortable.,1923
1,A group of kids are posing outside for nice picture.,Some kids are getting ready to take a picture outdoors.,1924
1,A man is walking down an alley with red and yellow lanterns hanging above him.,The man is in an alley.,1925
1,Three racing dogs with masks on their mouths.,the dogs have masks on,1927
0,A woman is knitting her cloths.,The woman is knitting a shirt,1929
1,A person on a mountain bike who's wearing a racer's outfit with a full face helmet is jumping off of a dirt outcropping.,A person rides a mountain bike.,1932
1,The smiling black man is wearing a white t-shirt and dark sunglasses.,A black man in a white shirt and sunglasses is smiling.,1935
1,Three teens are talking near a wall.,Teenagers talking to each other.,1938
0,A young girl in a pink outfit draws in the sand with her finger while another girl dips her feet in the ocean.,A girl is drawing a heart in the sand.,1944
1,Two children walking down a path in the woods.,There are children in the forest.,1945
1,Women dressed in red and black dresses walk in a circle in front of a store as a small crowd looks on.,Women walk in a circle if front of a store in front of a crowd,1947
0,Groups of people relax outside a building.,A man is using a bullhorn at a demonstration.,1948
0,A young boy in blue is chasing a young girl sitting in a play car.,The boy has a crush on the girl,1950
0,Two girls decorate a display board.,Two girls are doing an art project for school.,1959
0,A Child hits a baseball into a net.,A child hits a soccer ball with a stick.,1962
0,three males and a female watch as a biker fixes a chain that has come off his gear on his bike.,The group is standing around watching a burlesque show in Vegas.,1963
0,Children and a woman play in a fountain.,Everyone who is shown is riding on a bus.,1964
1,Basketball player holding the ball.,Someone in the shot is holding something round.,1966
1,A group of 5 scuba divers talk on the surface next to a barrier island.,The divers are in the water.,1967
0,A man dressed in a white shirt and black vest is playing an electric guitar.,A man cleaning his guitar.,1968
0,Two girls are walking along the street and talking.,There are people making clay pots.,1970
1,A lonely skier enjoys the slopes on a beautiful day.,A lonely skier is skiing outdoors.,1971
0,A woman combing another woman's hair.,The other woman has long hair.,1973
0,Two postal workers handle canned goods with a smile.,Two female postal workers are volunteering at the local food bank.,1980
0,A man walking toward a white ice cream truck parked on the street at night.,A young man walks towards truck,1981
0,The lights at night in the city.,The city is lit by neon.,1987
0,A man is singing into a microphone while playing a guitar.,A man is singing a jazzy tune.,1991
1,Outdoor street view with a elementary school-age boy in khaki pants and black t-shirt standing on sidewalk next to a wall mural while an adult stoops over an individual sitting on the curb.,Some people are near each other outdoors.,1992
1,Three men in long-sleeve shirts are running while holding hands.,Three men are holding hands and running.,1993
0,"Many people, including a man wearing a light blue shirt and khaki shorts, walk along a stone path surrounded by rock walls.",A woman in a light blue skirt and brown shirt stands inside a castle.,1999
0,A little boy who appears to be about 5 years old is shown kicking a white volleyball.,a boy is kicking a flower,2003
1,An Elderly man crouches to lift the covering off the grill wear several shish kabab are grilling.,An old guys working a grill.,2005
0,A silhouette of a man and woman holding hands.,A silhouette of a man and woman on a bicycle built for two.,2010
0,two dancers dance together.,Two dancers sit.,2015
0,An older woman is hanging clothing on a clothesline to dry.,An older woman is putting clothes in a dryer.,2018
0,A black dog runs on green grass with a toy in his mouth.,A black dog plays fetch with a toy.,2022
1,"On a sidewalk, tall man in a black shirt and a police officer with their backs to the viewer walk past a man in a white t-shirt, black shorts, and sandals.","Two people, one in a black shirt, one in a police outfit walk away from the camera and past another man.",2023
1,A person is hanging in the air from the power lines.,A person dangles from power lines.,2024
0,A blond woman with a white tank top and white pants is holding a receipt while standing in a lobby with doors behind her.,The blond woman is tall,2025
1,Toddler boy in a red hat holding on to some railings.,The child is adjacent to a wall or some other surface.,2028
1,A bulldozer operator digs in the river for samples of what it may contain.,an operator digs in a river,2034
1,A young girl with a heart tank top raises her hands as she slides.,A child is wearing a tank top.,2035
0,A water play table in which a game can be played.,A water play table in which music can be heard.,2040
1,A woman in a red swimsuit and blue swim cap swims underwater while wearing a pair of yellow nose plugs.,The women is swimming.,2042
1,A small white dog climbs over a log.,An animal climbs over a log.,2046
0,"Twin brothers wearing the same shirt and pants, folding a towel together.",Complete strangers are folding pants.,2047
1,Children posing in a tree,People are outdoors in a tree.,2050
0,The little girl is playing with the dollhouse.,A girl is playing in her room.,2051
1,A man in a black shirt and cap playing piano.,A man is playing piano while wearing a black shirt and cap.,2052
1,women with some tattoo walking with her shopping bag.,A woman has tattoos.,2053
0,A woman in a green coat is standing by a scope pointed towards the sky.,A woman wearing a green coat and brown boots is standing by a telescope.,2057
1,A man fixes his bicycle beside a road.,There is a man and a bike.,2062
1,A person wearing a blue shirt attempts to catch a wave while surfing.,A person is in the ocean.,2064
1,Little boy is giving a kiss to a lizard.,The little boy is holding a lizard.,2068
0,a boy jumps onto a inflatable water slide,A boy bounces off the slide into the water.,2069
0,"A young boy in blue, kicking a ball while other boys watch.",the boy threw the basketball,2072
0,A black dog jumping from a wooden deck into a lake.,A blackdog is playing,2073
1,Two women are drinking from cans while laughing.,The women drink from cans.,2077
1,Little girl in a bicycle helmet touching a large brown horse.,A little girl is wearing head protection.,2083
1,A man gets dirty while sculpting a pot out of clay.,A man is dirty.,2084
0,Boy in a blue uniform playing soccer.,The boy wearing red is dribbling the basketball up the court.,2085
1,"A young boy runs down a field, wearing a name tag.",There is a boy running outdoors.,2086
1,Six competitive cyclists wait for the race to begin at the starting line.,there are people at a race,2093
1,A man in an Army uniform is posing for a picture with an plaque.,A man in special clothing with an award is getting his photo taken.,2094
0,A woman in white pants and a red shirt is standing above a crowd ready to take a picture.,A photographer is indoors.,2096
0,A man selects a tomato at a market.,A man juggles tomatoes.,2098
0,three chinese people eat soup.,The women are eating pizza.,2099
0,"A young girl wearing a purple cap, blowing bubbles outdoors.",A little girl is painting a picture.,2107
0,A white female sitting behind a programmes and ice cream stand.,A woman waits for a friend behind a programmes and ice cream stand.,2109
0,"People gather around a Christmas tree, including some wearing Santa hats, during a Christmas celebration outdoors.",The group is baking a cake inside.,2110
0,"Shoppers at an open air market bag fruits and vegetables; there are bins of melons, cantaloupes and apples in the foreground.",People are shopping and getting good deals.,2114
0,"Three News personal interviewing a couple of senior citizens, while another person looks on.",The news people are silent.,2116
0,"In a white-walled gymnasium, a shirtless male gymnast does a handstand on the parallel bars as another man watches him in the background.","In a black gymnasium, a man wearing a black shirt performs a handstand,",2117
1,A boy in a yellow shirt is looking down while a lady in a blue shirt holds a shirt up to him to see if it fits.,woman holds shirt for boy,2120
1,The skier is sliding on his side as he attempts the slalom,The athlete tries to perform a difficult task.,2121
1,A dirt biker with the number 94 on it twice ridden by a man wearing white and blue with a blue helmet.,A person is riding a bike.,2123
1,Two girls in swimsuits shoot water guns from an inflatable pool.,Two girls are outside.,2127
0,A football player being tackled on a rainy day.,A football player tackles a sack of potatoes.,2129
0,A little boy in an apron helps his mother cook.,A young boy is in a restaurant kitchen.,2130
1,A girl is standing next to a microphone and playing the trombone.,The girl is playing an instrument.,2136
1,A child carrying a large object on his head while looking at the camera.,The child is carrying something.,2138
0,Boy runs through the airport towards woman.,The woman is the boy's mother.,2143
0,Men in construction uniforms are standing on iron girders.,The uniforms are black.,2146
0,An homeless man is rubbing his hands together trying to keep warm.,A homeless man rubbing his hands together for warmth on a cold snowy day outside.,2151
0,A teacher is fixing a little student's hair.,A teacher is drawing on a chalkboard.,2155
0,A sports car with flames coming out the exhaust.,A boy plays with a toy dumptruck.,2156
1,Group of muslim Girls Standing.,The veiled children wait together.,2157
0,a young person wearing a gray shirt and yellow shorts jumping into a river.,A girl is jumping into the river for a swim.,2160
1,Three pairs of different-colored underwear hanging from a clothesline with people and cars in the background,Some people are standing beyond a clothesline.,2163
0,A young lady is swinging facing the woods overlooking a valley.,There is a young man swinging.,2169
1,Two greyhounds race,two dogs are running,2170
0,A black and white dog leaping to catch an orange ball in an open field.,The dog is laying in the field.,2173
0,A young man is doing a skateboarding trick while two guys take pictures and another is riding a scooter.,The young man rides through town on his bicycle.,2174
1,man wearing red shirt and jeans at an atm,A man is wearing clothes.,2180
0,A black and brown dog with a red ball overhead plays in the grass.,the dogs are sleeping,2181
1,A man in a blue sweater is playing a sporting game on the Wii!,The man is playing a console game indoors.,2185
0,A couple napping in the grass in front of parked cars.,Two people are at the park,2187
0,Three people are trying to clean up the floor in a gym.,One person tries cleaning up the gym floor by himself.,2192
1,A young couple are embracing each other against a tile wall.,A young couple hold each other.,2195
0,A skateboarder does a kickflip along the train tracks.,A skater does a trick in the summer.,2197
1,Pairs of people are kayaking down a peaceful river surrounded by large trees and bushed.,A group of kayakers floating down a river.,2198
0,A blond little girl walks down a sidewalk with a stick in her hand.,The little girl is fishing on a boat.,2199
1,Some men are standing on scaffolding.,A group of men stand near each other.,2202
0,"A old man wearing red, white and bluish gray playing music on a stage using a cross-cut saw.",An old man plays music on stage with a cross-cut saw and the audience is mesmerized.,2205
0,A large crowd with some walking in various directions and other seated on a large series of steps.,There is a person walking to the north.,2208
1,A man is climbing a rock wall.,A climber is getting some exercise.,2209
1,A group of people are knitting.,People are knitting.,2219
1,The security guard is smiling.,A security guard is smiling.,2222
0,A man in glasses is sitting behind a table laden with military memorabilia.,The man is sorting through his collection of military items.,2226
1,A girl in a floral dress cries on a sand dune.,A girl is outsie crying.,2230
1,A man with a peace sign shirt stops to look at something.,The man with a shirt on stops to look.,2231
1,A lady is walking across a road using an umbrella to shade her from the sun.,The woman is crossing the road.,2233
0,The kid is learning to ride a bike.,The kid does not want to ride a bike.,2236
0,A man with glasses is standing in front of a building.,Three guys in clown suits shriek and cartwheel their way down the street.,2238
1,A person walks in the dark near streetlights.,A person walks in the dark.,2246
0,There is a crowd of people at an outdoor station including some men in hard hats and safety jackets.,The men are inside wearing bathing suits.,2248
0,Two men are sitting at a table outside a coffee shop.,A couple enjoys coffee on their date.,2251
1,The market has a beautiful ceiling.,The market has a ceiling.,2254
0,A boy wearing a blue life jacket is holding onto the side of a green boat.,A boy wearing a life jacket is holding onto his little sister in the ocean.,2255
1,A woman plays guitar for two small children.,The woman is attempting to entertain.,2257
1,"A young boy raises his hand, as other young kids laugh in the back.",There is a group of children.,2258
0,A man follows his black and white dog as it takes on an obstacle course.,A man puts his dog in a dog-show.,2273
0,2 guys on a bar 1 is holding a pool cue,2 guys playing pool and 1 is holding a pool cue,2274
0,A hand holds a pencil over a page of sheet music.,A foot holds a pencil over a page of sheet music.,2276
1,A teenage boy with a red hat sits along side a pedestrian bridge while people walk by.,The boy is outdoors.,2280
1,Two people sitting on the ground are repairing a bicycle on a sunny day.,The people are sitting.,2281
0,An African woman dressed in colorful garb is holding a large pot and bundle of long sticks above her head.,A woman living in Nairobi is holding her pot and sticks above her head.,2282
1,Cement truck with a yellow mixer parked in front of a building.,A truck parked on the street.,2283
0,A man dressed as a clown and a young man wearing sunglasses pretend to ponder something seriously.,The clown and young man ponder something together.,2286
1,Boys jump off a bridge into the water.,The boys are outdoors.,2289
0,A female and male bike riding on a sunny day.,A motorcycle gang is rolling through town in a rainstorm.,2292
1,Man in flowery costume and hat performs with hula-hoop in city street.,the man is a performer,2295
1,An elderly Asian couple looks at the wares of a street vendor.,The couple are outside together.,2297
0,Two basketball players reaching for a ball.,The players are diving for the ball.,2299
0,Two people Kayaking on the huge open water.,Two people swimming in a small lake.,2302
1,One man carrying red shopping bags has one arm around the neck of another man carrying black bags.,Two men have bags.,2304
0,Four women posing for a picture.,Four women are making pasta.,2307
1,A group of men outside playing basketball,Men are playing basketball.,2309
1,A person wearing a pink shirt with helmet on is falling off the bull.,The person falls to the ground,2312
