label,sentence1,sentence2,sample_index
1,A young man looks into the camera while a crowd of people on a busy street pass by.,the man is on a busy street,2492
0,A man picking exotic fruits from an open-air market.,Guy Ritchie uses shotguns and fruit bombs to dominate at the Oscars.,2493
1,"A teenage boy is holding up a large white sheet of paper at an event, with two toddlers also in the picture.",A boy is holding a sheet of paper.,2504
0,A man in a green shirt and blue jeans is welding.,The man is welding by his friend's house.,2505
1,A man in a cowboy hat walking with to other men in cowboy hats behind him.,A man in a hat walking with to other men in cowboy hats behind him.,2506
0,A dog runs through the tall grass.,A dog runs in the grass for the last time.,2507
0,A group of men who have bicycles are chatting.,A group of men cycling on the moon.,2517
0,"A woman in a white dress is posing in a kitchen, next to a counter full of dishes of food.",The child is driving the car.,2518
0,Two girls stand in a shower stall.,The two girls are drinking at a pub.,2519
0,A man using a metal detector walking on the beach as people are in the water and on the beach.,A man is using a violin.,2523
1,Person with a blue bag walking down an alley.,person with a bag walking down an alley,2534
1,Three scouts are on top of a cliff overlooking the ocean.,The scouts are near the ocean.,2541
1,A guy is jumping and grabbing his foot with a house in the background.,A person jumping.,2542
0,A bride stands on the curb looking down the road.,the bride is waiting for her ride to the church,2550
1,A man in a green shirt is smoking.,A person is smoking.,2562
1,Two dogs are laying in the snow with their mouths open.,There are dogs outside.,2563
0,"A man in a chef's uniform holding a large skillet over a stove, with fire coming out of the skillet.",The female chef is making a salad.,2568
1,A group of people have gathered in a grassy field on a sunny day.,Some people are in a field,2570
1,A boy and a girl wearing blue are standing on a sidewalk facing opposite directions.,There are two people standing on a sidewalk.,2571
0,A dog is looking at a white swan swimming in a lake.,A dog is looking at a cat.,2578
1,Two men in black outfits have backpacks.,The two men have backpacks.,2588
0,A small group of soccer players are on a soccer field standing around while a player is looked at for injuries.,Soccer players are waiting to resume a game they are playing in the World Cup.,2591
0,A street performer wearing all black is playing her violin.,A girl is swimming.,2594
0,Four men dressed in bondage gear are on a float in a gay pride parade.,The men are bisexual.,2596
1,An elderly man and women walk together past a jewelery store on the sidewalk.,An elderly man and woman walk together on the sidewalk.,2597
0,a lone man casting a fishing line into the water at sunset.,A man trying to catch fish to feed his starving family.,2612
0,Three men are looking at a sign on a cross in a canyon.,The cover to the hit movie Star Wars.,2615
0,Rider riding horse as it jumps over a fence.,the horse serves lunch to his rider.,2626
0,A child holding a helium filled balloon is standing in front of what appears to be a construction site.,A child just left a birthday party.,2628
0,A boy and a man are sitting near a fire.,A father and son are roasting marshmallows next to a campfire.,2632
0,A man with a tan hat and jacket is fishing in green waters.,A man is grilling fish for dinner.,2633
1,A mountain biker is riding along a heavy dirt trail in a wooded area.,A mountain biker is riding outdoors.,2635
1,"A young girl in a long pink floral dress and matching headscarf is walking outside and carrying two large, filled, white cloth bags, one in each hand.",a girl has bags,2658
0,"A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.","A person is naked, sleeping in their bed.",2665
1,"A young boy holding a toy stands on a stool in the shower, looking at the camera.",A boy holds a toy stand.,2671
1,"A woman in a black dress is surrounded by four men, all holding sheets of paper.",A woman is wearing a dress.,2681
0,A woman is leaping into the water at a beach.,The woman leaps into the sand pit.,2687
1,A red rally jeep parked in the street.,A rally jeep is parked outside on the street.,2698
1,Three people are on a city sidewalk- an Asian couple and a woman with red dye in her hair- all wearing sunglasses.,Three people with sunglasses on a sidewalk,2706
1,"A man wearing dirt bike clothes, with a logo in closeup.",The man is wearing clothes with a logo.,2707
1,Women standing outside to use the potty.,Women are standing outdoors.,2708
1,A young boy wearing blue is standing next to a large red ball in a field.,A boy in blue stands in a field.,2720
0,People eating outside at an eatery.,People are surfing in the ocean,2724
0,"A man is walking down the beach using a metal detector, on a bright sunny day.",A man looks for gold on the beach.,2730
0,A young man with brown hair playing a guitar.,The man is playing chess with a gold pen.,2732
0,"A couple are kissing, as people wait on the street, near a purple glowing building in the background.",A couple of wolves are fighting a badger.,2734
1,Two men are on a beach bending down with one foot and one arm in the air at the same time.,Two men on a beach,2747
0,Musical band in red light getting ready to perform.,The band is tuning their instruments at the bar.,2748
1,A small girl slides down a spiral slide at the playground.,There is a girl outside.,2751
0,A man in a nun costume has a cigarette in his mouth.,A man never held a cigarette in his mouth.,2753
1,A group of people standing by a tree.,There are people outside.,2756
1,A number of men ride elephants through a muddy river.,Men are riding on animals.,2757
1,A group of people riding camels in a desert-like area with some brush and trees.,a group of people are riding camels,2758
0,A girl in a bright outfit is playing in the leaves.,A girl dressed in all black is sitting in a pile of leaves.,2770
0,A group of young people dressed in red are attending an event at night.,People dressed in black and gold are at the football game.,2776
1,A band performs at a concert.,At the concert there is a band performing.,2780
1,"Two young Asian children, coloring on a wall.",Two kids are coloring.,2787
1,These men are smoking outside a gray building.,Men smoking outside of a building.,2803
0,A woman wearing glasses and tan pants leans against a table while there is a large picture on an overhead screen of a word document.,A woman was teaching a class.,2804
1,A young man and woman hug while wearing wigs.,Two people are hugging.,2809
0,A woman holding a baby up and making a funny face,the baby is stabbing the woman with a pen,2813
0,"A group of people, scattered along a beach, relaxing.",a bunch of people playing baseball in a volcano,2816
1,a man in a black jacket talking into a microphone.,A man is speaking into a microphone.,2819
1,Kids and adults alike are gathered outside near a fountain.,There are people outside.,2823
0,A girl holding a Chinese flag covers her mouth in Tiananmen Square.,The girl is coloring in her coloring book on the picnic table next to the park.,2824
1,A group of women dance on a wooden floor.,The women are dancing.,2826
1,People in hats are outside.,People wearing hats outdoors.,2837
0,"Some sort of outdoor event with a clown wearing a name tag that says ""Toodles"".",A clown sleeping on his couch passed out from the busy weekend.,2842
1,a two-seated green sports car with the number 63 on its passenger side door on a driving track.,A car is on a track.,2852
0,A woman shaving a black and white dog.,A woman is shaving a cat.,2856
1,A man and woman behind a vegetable stand on a city street with parked vehicles and storefronts in the background.,a man and a woman are in the street with vegetable stand,2864
1,"A man with a black, white and red motorcycle jacket and jeans walks next to a man with a black jacket and jeans.",a man in a jacket,2865
0,A child stands in front of an incoming wave as the sun sets.,A child swims in the rain.,2873
1,"A group of people in uniform rehearse a dance routine, while other groups are visible in the background.",People are dancing.,2874
1,Several man in black tops play the guitar.,People are playing music.,2878
1,Young red-haired man is playing an electric guitar.,A young man plays a guitar.,2884
0,"A man, which is in his kitchen, beats a batter inside a bowl beside empty pans and a spatula.",A husband is baking a birthday cake for his wife,2891
0,Confused person standing in the middle of the trolley tracks trying to figure out the signs.,the band stayed home to play poker,2907
1,Two people can be seen running on paths with trees between them.,people are running,2908
0,A woman and a little girl are preparing food.,The two people are making dinner.,2917
1,equestrian competing in a competition,Horses are competing.,2919
0,A busy outdoor kiosk to sell items.,An outdoor kiosk has no customers.,2924
0,A man is on a golf course playing golf.,The man is playing golf with his best friend.,2927
1,Two children in red coats and hats looking at a red train in the winter time.,Two kids wearing red coats and hats.,2929
1,Children running through fountains of water in the midst of crowd.,There are people by the water.,2940
0,A black dog runs on the beach.,The dog is sleeping under a bench.,2951
0,Two men wearing blue jackets are seated next to one another.,The two men in the blue jackets are brothers.,2957
1,"A person in a plain shirt, jeans, a hard hat and yellow gloves puts some sticks onto the back of a yellow machine.",a person puts sticks on a machine,2965
0,A man is poling in a canoe in a tropical location.,A man in a black hat is in a canoe.,2975
0,Person standing upon a log in the forest.,The man is riding his motorcycle through the woods.,2978
0,A small boy rides on a playground toy while pointing to a slide.,A small boy has a birthday party at a playground,2987
0,"A ""rock star"" performing a concert in front of a live audience.",They are running for public office.,2989
1,"Three young, blond girls wearing brightly colored clothes are having fun outdoors under a rainbow colored umbrella.",Three girls have fun under umbrellas.,2993
1,A woman with blond-hair in a fuchsia top is signing a poster.,There is a woman with a poster.,2994
1,Two children talk at a skateboard park while a young man does a jump on a blue designed skateboard.,There are children at the park.,2998
0,A skateboarder is doing a trick on the pavement.,A skateboarder is eating with a few friends while at a cafe,3007
1,A woman is talking to a man in a white shirt and bandanna.,A woman is talking.,3019
1,A man and a woman speaking into a microphone are on a stage.,Two people on a stage.,3027
0,A woman in a red costume to the left of a man and woman standing together.,Three men are sitting together discussing the weekend.,3028
0,A man jumping onto a platform.,A man jumps on stage to meet his favorite band.,3034
1,Two boys are running in a metal barrel.,Two boys are running.,3045
1,A man on inline skates does a trick on a cracked concrete ramp.,A man is skating.,3054
1,A man wearing a cowboy hat and a blue striped shirt sticks out his tongue as he is on his cellphone.,A man is on his cellphone.,3055
1,People walk down the busy sidewalk.,People are walking.,3056
0,A man and a woman posing.,The man is the woman's husband.,3058
1,People crossing at a stoplight in front of a big building.,People crossing at a stoplight.,3059
0,A woman chats on the phone while finishing pumping gas.,She is talking to her mother.,3063
0,There are some construction workers putting up a wall.,There are some construction workers putting up a wall in the new country club building.,3067
0,A man with glasses is playing an electric guitar.,There is a girl that is playing the flute.,3074
1,A lady with a short and red-hair yelling at a person.,A lady yelling at someone else.,3075
1,A body builder wearing a Nike shirt throws a heavy object.,A person throwing a heavy object.,3077
1,Little boy dressed in blue wearing cleats.,A child is wearing cleats.,3078
0,A woman in black tights is holding a fiddle.,A woman is playing the piano.,3096
1,a man surfing in the ocean on a sunny day.,A person surfing in the ocean on a sunny day.,3101
1,A plane is taxiing next to some water,A plane is next to water.,3104
0,A man using a tripod is taking a photo of another man.,A sad man using a tripod is taking a photo of another man.,3106
1,A dog sits still while looking at large rocks.,A dog is looking at something.,3109
0,Man wearing a red had as part of a uniform behind a glass case full of meat.,the man is unemployed sitting on a beanbag chari,3112
1,The man in the black leather jacket is jousting from his bicycle.,A man is on a bicycle.,3130
1,Children playing in water.,Children are in water.,3131
1,"Football players on a field, one player is being tackled by the other.",People are playing sports.,3132
0,A baby crawls at a playground., A baby crawls to his mother at a playground.,3134
0,A old couple is playing musical instrument on a street corner.,They are performing for money.,3146
0,A woman stretches outside of a building called Vira Virou.,The woman is swimming.,3150
0,"Two woman, one of which is cleaning her knife, are talking in the kitchen.",Women are at a casino.,3153
0,Man in red shoes and red and white print shorts posing in front of rocks by water.,A guy is posing so his friend can take a photo.,3155
0,A young girl pets a brown doe in the sunshine.,A sad girl pets a brown doe in the sunshine.,3157
1,Two people ride a motorcycle on a city street in front of a cafe with outdoor seats.,The people are riding.,3170
1,A heavyset woman in a red shirt and black shoulder straps balances a blue container filled with goods on top of her head.,A woman balances a container of goods.,3171
0,a shoe shiner waits for customers.,A shoe shiner is closing his business for the day.,3176
0,A young man in uniform is standing with his back to a museum case that has a classical bust on the top shelf.,A young man is dancing with his girlfriend.,3182
0,A man serves up food at a table that seats an elderly woman.,A man serves a tennis ball to an elderly woman.,3190
1,"Woman wearing USA colors, holding a USA Flag, riding a horse draped in the USA Flag in an arena.","Woman wearing USA colors, riding a horse draped in the USA Flag in an arena.",3191
0,An elderly man is buying food at an Asian market.,A man is buying food to make for supper.,3193
1,A street performer is playing an odd instrument that's a mix of a saxophone and some other kind of horn.,A street performer is playing musical instruments.,3195
0,A group of friends around a fire protected with a metallic mesh.,smokey the bear set the fire,3200
0,"Man in boat wearing athletic shorts, a backwards baseball cap and sunglasses unhooks a fish he has caught while fishing.",The man must catch more fish if his family is to eat a good supper tonight,3201
0,Two soldiers at an event center are watching a woman in a red shirt do push ups while another soldier leans over here.,The woman is alone in her bathtub at her house.,3207
0,"A young blond girl is sitting in a wooden chair backwards, looking into the distance.","A girl sits backwards on a chair, waiting for her friend.",3208
1,A motorcyclist is sporting a very colorful helmet.,A person is wearing a colorful helmet.,3210
1,a lone person jumping through the air from one snowy mountain to another.,A person jumps in the air.,3220
0,"A girl in a white shirt, blue shorts, and yellow socks kicks a pink soccer ball.",The girl is practicing so she can play for the new American soccer team when she is big.,3221
0,A man taking a break from fishing.,The man is tired from the sun.,3227
1,A young boy wearing green goggles and blue pants skiing.,A boy is skiing.,3231
0,Two people float through the air on a red and white glider.,Two people on a glider are racing to make a personal best time.,3232
0,Various people crossing the street by a liquor store and Thai House.,Various people are getting ready for a party as they leave the liquor store,3242
0,A man with black hair stares to his right.,A man wearing black watches his cat play with a toy.,3247
0,A girl in green walks down a city street.,The girl is sitting on the beach.,3265
0,A group of children pose for a picture taken at the dining room table as they sit down for supper.,An old man plays with his dog.,3275
1,Two people riding their motorbikes against one another on a track., Two people riding their motorbikes on a track.,3279
1,"There is a woman and man wearing orange shirts, playing instruments with sheet paper in front of them.",There is people playing instruments.,3280
1,Musical instruments being played while others are playing a game.,People play instruments.,3281
1,A male soccer player running on the field.,A soccer player is running.,3286
1,People in wetsuits jump into the water from a concrete dock.,People jump into water.,3294
0,Three women work together at a table scattered with bottles and bowls.,Women working through the night with cereal and beer.,3296
0,Several different colored dogs running in a snowy field,the cats slept on the bed,3297
0,A group of people relaxing in a park.,A group of people are having dinner together in a fancy restaurant.,3299
0,Two barefoot people are carrying pots on their backs and standing by the side of a road.,the people are flying a plane,3305
0,Many people walk along a crowded street.,A lot of people are sitting in a restaurant.,3307
0,A man wearing a yellow safety vest watches other workers on machinery.,The man is a basketball coach.,3310
0,"Two men in black outfits are carrying trays of food, with a third man in the background.",two men are carrying their drunk friend to his car,3312
0,A black dog with a purple collar running.,The dog is chasing a ball.,3320
1,A bmx rider does a trick against a graffiti covered wall.,A bike rider is outside doing tricks.,3321
1,Man walking along side of a black iron fence.,A man walks near a fence.,3324
1,A young man dressed in a red polo shirt and khaki pants squats on the ground near a pole.,There is a young man squatting near that pole.,3325
0,"Three boys are posing for a picture, one of them making a silly face.",Boys pose as their father takes a snapshot.,3326
0,A young boy jumps off a rock in the forest,The boy is walking into the drug store.,3334
1,Two children scavenging on the shore adjacent to boats.,Two kids are on a shore.,3335
0,The brown dog is jumping into the crystal-clear pool.,The dog is asleep on the couch.,3348
1,Three young girls performing a interpretative dance with brightly colored cloths.,The performers were dancing.,3349
1,Several people wait for a train.,There are several people.,3352
1,The orange cat stands next to its owner in the pink flip-flops.,A cat near a person.,3354
0,A man in a bright green shirt and sunglasses is riding a bicycle through the streets whilst drinking a latte.,He bought the latte from starbucks.,3360
1,Person in yellow jacket snowboarding.,There is a person snowboarding.,3366
0,A young man jumping off of a dock in front of a suburban American home.,The man is crazy,3382
1,a man wearing a yellow shirt standing in the middle of a bunch of garbage and a graffitied wall.,A man standing by graffiti.,3389
0,A man in a green jacket is smiling.,A man in a tank top is yelling curses.,3398
1,Many people are walking across a street in a large city.,There are people crossing a street.,3402
1,Two individuals move about a field as an airplane flies in the background.,There are two people in a field.,3407
1,"A skateboarder on a ramp, doing a trick.",A skateboarder does a trick.,3409
0,Street vendors talk to each other while others walk by.,The vendors were closing shop.,3411
1,Two women are wearing sunglasses and eating food.,two women are eating,3412
0,"Two young boys play besides a lake, throwing rocks into the water.",The boys are playing with toy cars.,3414
1,A pelican in mid-flight above a group of pelicans.,A group of pelicans are flying.,3419
0,The Maryland Terps marching band performs at a football game.,A marching band practices in an empty stadium.,3420
0,They are drinking high caffeinated drinks to sustain energy for their favorite card games.,They are drinking red bulls.,3422
0,A man sits while in the distance other men are shirtless wearing kilts.,The group of men in the distance would never wear a skirt.,3423
1,Two young ladies are walking on the sidewalk window shopping.,Two young ladies are walking,3425
0,A man is playing with two dogs in his yard.,A woman is feeding the birds.,3432
1,A woman wearing a grass skirt and flowers in her hair holds a pitcher.,The woman hold a pitcher.,3437
0,Three people and a stroller are beside a road.,Three people are taking a baby to the store.,3442
0,"A black, white, and brown dog is playing with a green and pink ball on sand.",The dog chases the ball thrown by his tall owner.,3443
1,A man aboard a red train helps a small child onto it while another person tries to get on.,A person and a vehicle.,3452
0,A man is holding a machete while another man who is smoking is looking elsewhere.,The man holding the machete is asian.,3458
0,A girl in a pink outfit pushing a blue stroller with a boy sitting in it.,The girl is the boy's sister/,3459
0,A woman is washing a car.,A woman wearing a bikini is washing a red car.,3460
1,A short-haired woman is cutting a man's hair outside.,There are people outside.,3463
0,A woman is writing something down while waiting at a mass transit stop.,A woman is teaching a class.,3464
0,A woman with a form of arms spread and one leg up on the shore of the ocean.,A group of women gather for their weekly yoga session.,3472
1,A person is performing a rollerblading trick as other people skate and run nearby.,A person performs a trick.,3473
1,One man plays the violin while another drums on a piece of metal.,Two men are playing instruments,3475
0,A woman and a man watching another man work with clay.,Two people watch a dog chase a ball.,3486
1,An ice skating couple performs on the ice.,A couple skating.,3487
1,A red-haired man in green pants is getting a self portrait drawn.,A man in pants is getting a self portrait.,3488
1,Musicians playing for a group of people with blue hats on in outdoor settings.,Musicians are performing outdoors.,3489
1,A young child in a brown beanie and red clothing is posing next to a formed mound of snow.,a child in a beanie,3504
1,A woman and child walking by a building.,A woman and a a child.,3505
0,Six children in lacrosse uniforms and helmets run on a field.,The six children are swimming in a pool.,3508
0,A woman is holding up a child as they coming splashing down a slide into a pool.,A mom is pushing her child on a swing.,3509
1,"Posing with their much loved guitar, a couple smiles joyously.",A couple is posing with a guitar.,3510
0,A group of people holding flags and signs in front of a building.,People are lining up for tickets to a play.,3513
0,A woman is holding her baby in a hospital room.,The baby is sleeping in an incubator.,3517
1,Little girl wearing a colorful hat while propped up on a cushion.,A girl is wearing a hat.,3536
1,A man with glasses looking down at something while sitting on something made of concrete.,A person is looking at something while sitting down.,3551
1,A man in a blue hat is sculpting a piece of ice.,a man sculpting ice,3553
1,A woman is shopping for fresh food at an outdoor market.,There is a woman in an outdoor market.,3555
0,"A man is driving a piece of heavy machinery, laying tar on a road.",A man is blowing candles out on a cake.,3563
1,An older man sitting outside reading a book.,A man is reading a book.,3564
0,Soccer players playing a game in front of a big crowd.,The crowd roars like a lion in a cage for their favorite soccer team.,3569
1,Protesters are in the background of this photo whereas a magazine display is in the foreground.,a magazine display is seen,3574
1,Chefs hard at work as people wait and some enjoy their meal.,Chefs hard at work as people wait and  enjoy their meal.,3577
1,A group of people eating at a restaurant.,A group of people are eating.,3580
0,"Two musicians are entertaining people in a city park, the flute player is wearing a blue feather boa.",A flute player is playing in a big marching band.,3589
1,Man operating technology with earphones on.,A man is operating technology.,3596
0,An old man in a yellow shirt standing in a doorway.,An old man is wating for his family to answer the door.,3601
0,Five people sitting outside playing a game of cards.,The five people are playing tug-of-war in the muddy field.,3603
0,A toddler in a pink dress walks through the grass.,The toddlers looking for Easter Eggs.,3614
0,A little girl in a pink leotard is jumping and landing in a straddle split on a blue bed.,An elderly mane is trying to balance using his walker as he moves slowly down the street.,3615
1,A man sitting on a blanket with his kid while eating a waffle with whip cream and fruit.,There are people eating,3621
1,A woman in a blue bathing suit is jumping off a dock into a lake.,A woman is outdoors.,3629
0,They aircraft inspector is conducting a quality check to ensure safety and performance.,The aircraft inspector is late to work because of traffic.,3632
1,A person is holding onto a bicycle in the air with his body in flight position.,The person is outside on a bike.,3635
1,Several people wading in the water at the bottom of a ravine.,People are in the water in a ravine.,3638
0,A black horse with a santa hat on top of it's head pulling a sleigh in the snow with 4 people in the sleigh.,The horse pulls the grand-master of the Christmas parade,3646
0,One martial artist kicks another's face during a competition.,One martial artist kicks another's face during a competition and they are wearing black belts.,3648
1,A person in a red jacket stands under a snow-covered tree.,a person stands near a snow covered tree,3651
0,A group of african american girls are sitting together.,The girls are setting off firecrackers and sparklers on 4th of July evening.,3655
0,"A girl in a blue dress and another girl in a purple dress, both smiling.",The girls are attending a party.,3657
1,Lady reading a People magazine.,a lady is reading,3661
1,A group of men standing in an sporting goods store.,There are men in a store.,3686
0,A Boston Terrier is running on lush green grass in front of a white fence.,A Terrier is asleep in his kennel,3688
1,A cat sitting next to a person who has black pants and pink flip-flops on.,A person has pink flip flops on.,3690
1,A group of people at some kind of an event with police officers in the background.,Police are at an event.,3694
0,People walking around town.,The people are walking throughout the town in hopes of finding the lost bracelet.,3695
0,"Two men are in a speeding boat in the water, with land and sailboats in the background.",The men are boating on the Moon.,3703
1,A surgeon is working on a patient using surgical tools.,A surgeon is working,3707
0,One boy stands on top of a stone wall while another stands nearby away from the wall.,Two boys are writing notes to each other in class.,3708
0,Bicyclists and pedicabs go by a large white modern building.,the riders are dead,3709
0,A runner with one green shoe and one white shoe runs uphill.,The runner is swimming.,3710
0,Two people in animal suits in a square.,Two people wearing animal dresses are sleeping.,3726
0,Dog in foreground with three people in background.,The dog is proud of his purchase made for the three humans.,3727
0,Little girl running alone the beach among the seagulls,Little girl running alone the beach among the black seagulls,3728
1,A person riding a sled down a snowy slope.,a person is riding a slpe,3737
0,A man dives towards the water.,A man is in his office.,3741
1,A surfer is riding a wave.,A person is surfing.,3743
0,A guy playing an accordion with a hat on.,He is a horrible musician,3748
0,An older man with a beard uses a hay broom to sweep the ground in front of cubed cardboard trash in a parking lot.,The man is at the movie theater eating popcorn.,3768
1,Fans watching a basketball game indoors at a stadium.,Fans watch a game of basketball.,3770
0,A small child smiles while swinging inside a green playground toy.,The child's brother is pushing them on the swing at the playground.,3774
0,Teen grinding a bench on a skateboard,The boys are about the fall.,3792
0,"Two young blond women wearing summer dresses talk to a young blond man wearing a dress navy uniform, in front of a battleship.",Two men wave goodbye to their parents on a crusie ship,3795
1,Two young boys are shaking hands outside.,The boys are outside,3798
0,A little boy and girl are jumping on a trampoline in front of a yellow building.,The boy and girl are brother and sister.,3799
0,"Will the rider in blue, black and red or black white and red or all white win this bicycle race?",Will the young rider from China win the bike marathon.,3805
1,A female custodian cleans off a table in a Coca-Cola themed cafe.,A person cleans a table.,3811
0,Four men with excited faces are jumping down from the top of stairs.,Three girls drive by in a pink cadillac.,3815
1,People in a stadium are watching a soccer game as the teams are competing for the ball.,People watching a soccer game.,3826
1,Several young men are playing volleyball; one is jumping.,There are men playing a sport.,3828
1,A group of people in clown makeup perform on the street.,There are humans outdoors.,3830
1,Three boys jumping off of a platform.,There are boys jumping.,3832
0,"Several women, some in scrubs and other with badges, are waiting in a crowd.",The women are getting ready to meet a movie star.,3837
0,A man is carrying a large red bag up some steps.,A man is carrying a bag up some steps to the gym.,3838
1,"A man works at a vegetable stand market, with prices displayed nearby.",A man in a market.,3840
0,A group of people at a festival.,The group of people are sleeping in their beds.,3846
0,A woman with a hot pink inflatable bed is walking along the water with a young girl in a red dress.,The woman walked with an inflatable cat.,3848
1,Two men are here and working together at the John Deere 7200 type of machine or vehicle outside in the open air.,Two people working outside.,3855
0,A man and woman sit across from each other at a restaurant table.,A couple sits in a movie theater.,3856
0,"Two people are climbing down a steep, rocky trail, wedged between two mountains.",Two people are carrying water bottles in their pack.,3857
1,Two men are practicing martial arts while wearing black robes with red stripes;the man on the left is bald and is using a stick to block the strike thrown by the dark-haired man on the right.,Two men wearing robes are practicing martial arts.,3860
0,A group of young people standing around a sports field.,A young group of people sitting at the bar.,3861
1,Two ladies walking with baby strollers.,Two ladies are walking baby strollers.,3872
0,A band is putting on a light show and a performance in front of a crowd.,The band was reading library books during the performance.,3873
0,The man is on a ski boat in the water.,There is a man wearing a wetsuit on a blue ski boat in a lake.,3875
0,A group of people are standing around a long line of bananas.,The people are seated in the grocery store.,3880
0,One of the members of KISS playing a white electric guitar in front of a black background.,A KISS member skipped breakfast.,3882
0,"A bird stands in the grass, eating something it has found.",The bird is eating a worm it dug up.,3884
1,A man with glasses is wearing a beer can crocheted hat.,A man is in a hat.,3890
1,The people are marching through the street.,People are marching.,3892
0,A man with glasses is taking a picture of a train.,A man is taking a picture of a never before seen train.,3899
0,Two women standing at a train station in the rain.,the women are sleeping,3901
0,A white woman in the field with two llamas.,The woman is black.,3909
1,Poor family sitting next to the emergency window at a refugee camp.,There is a family next to a window.,3919
0,A woman in a black skirt and dark red sweater with holes in the sleeves sitting on a trunk to put on red flame tights.,She is going to a concert.,3920
0,a bald man with a tattooed head stands next to a man with a brown t-shirt in front of a transparent awning.,The man is wearing a tutu and is giving a church sermon.,3921
0,A man paint spattered clothing talks on a mobile phone.,The man is swimming in the creek,3927
1,A line of horses walks on a road as a car sits to the side with the hood and trunk open.,There are animals are outside.,3934
1,A girl in pigtails splashes in the shallow water.,A girl splashes water,3940
0,A group of people are standing in a bar lined with many different bottles of alcohol.,A woman cooking food at a restaurant.,3944
0,A man climbing an icy glacier with the assistance of a pick.,An elderly man in yellow is climbing Mount Everest with the assistance of a pick.,3946
1,A man recreates a joust from mid-evil times.,A person created something.,3948
0,A group of people gather at a stand at the fair.,A group of friends eat cotton candy by the ferris wheel,3950
1,A man wearing a backpack is walking down the street.,A man is on the street.,3963
1,Children are swinging in the air.,The kids are swinging.,3966
0,A man in a collared shirt playing the trumpet on a street corner.,The man is busking.,3968
1,A pile of rocks and a group of people around it.,A pile of rocks is surrounded by a group of people.,3976
1,Street vendors are selling fruits and vegetables in a stand and in large baskets on the ground.,People are selling produce outside.,3980
1,"Two dogs, one black, the other black and white runs on the beach.",Dogs are on the beach.,3989
1,One female healthcare provider is assisting a patient while the male healthcare provider is looking over information in a folder.,There is a folder.,3994
0,A little boy in a tan shirt and shorts walking in an area with many gray mesh tables and chairs.,The shirt is red.,4005
0,Two people and a dog playing in the water with a ball.,The dog is sleeping in his house.,4015
0,Four women's volleyball players competing in the London 2012 Olympics.,Four women are shoveling snow at home.,4020
1,The dog is looking at the water.,An animal is looking at water.,4025
0,A woman in a pink top and black long shorts is getting her nails done by a lady in red.,A lady is getting her nail done at a salon on her lunch break,4029
1,A crowd forms near storefronts with yellow bay windows behind an aqua fence.,A crowd is in front of the stores.,4030
1,A greyhound dog wearing a yellow and black shirt runs along a dirt racetrack.,An animal is outside,4034
0,a woman sleeping on cardboard under an icon against the church wall,"Wrapped in a cozy comforter, a lady watches as her husband paints her toenails.",4039
0,Woman text on phone while man on bike passes her by.,The woman texts her friend about the hot guy on his bike.,4045
0,A man with a braided bandanna stands behind a drum set.,A man prepares to play with a band for a live recording.,4049
1,People sit on a lawn outside of a greenhouse.,People are outdoors.,4053
0,Two men without shirt are standing on a grassy area next to a boy with his bicycle.,A cell phone is on the desk.,4054
0,A man wearing a Speedo swimsuit is jumping on the beach.,A man in a speedo is cooking in the kitchen.,4058
0,"A man is on stage singing, holding a microphone, and wearing a white jacket and pink hat.",The man is a terrible singer.,4059
1,"A man wearing a black shirt and white shorts, along with three other people, are around a ping-pong table.",Humans near a table,4064
1,A man wearing white glasses talking on a cellphone.,A human talking.,4067
1,A man in swimming trunks runs into the surf during sunset.,a man runs into the surf,4073
1,A boy plays with mickey mouse.,A boy is playing.,4082
0,Two blond children play with sticks in the grass.,Two children are sleeping in their beds.,4086
1,"Two teenage girls, one wearing a white jersey and the other wearing a red jersey, playing soccer.",There are two girls playing soccer outside.,4088
0,A black dog is leaping into a swimming pool.,A black dog is excited for his daily swim.,4094
1,Surgeons are operating in a hospital.,Humans operating,4097
0,A young boy is kicking a soccer ball away from 3 opponents.,The boy is seated in church.,4099
0,A hiker makes his way downhill.,The hiker is swimming in the clouds.,4104
0,"Two men are on a boat, one is fishing.",There are men on a jet ski.,4107
0,A small child wearing light blue overalls sits on a red slide.,A child is running a marathon.,4110
1,A man performs a dirt bike stunt over the sand.,A man is riding a bike.,4113
1,Two men are on a beach looking in the distance.,Two men on a beach.,4117
1,"A female gymnast in a green and black leotard performs in a sitting position, one leg stretched in the air, while other gymnasts look on.",A female gymnast is stretching,4122
1,People are pulling something out of a second story window,People are outside a second story window.,4125
0,A man holds a woman in a blue and white costume in the air.,The woman is a ballerina.,4126
1,A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk.,There are two people and a dog outside.,4135
1,A cyclist rides down a muddy roped off path through the forest.,A person is outdoors.,4138
0,"A woman wearing a blue dress and high heels at a train station walks away from the tracks towards a yellow upright suitcase, while a bald man in black looks on from a nearby bench.",The woman is coming home from work.,4139
1,"A group of people, at the beach, on a sunny day.","A group of people, at the beach",4141
0,Two elderly men are talking on a front porch.,The retired men spend a lazy afternoon on the front porch.,4145
0,"A fun jam session with guitarist, drummers and piano mover elderly man to dance away.",The man is practicing for his debut for the theater,4146
1,A man is coughing while operating machinery.,A man coughing.,4148
