label,sentence1,sentence2,sample_index
0,six adults sitting around a table listening to one person read.,A group of adults go the bar.,2736
1,A man wearing all blue walking down street across a blue van and blue car,A man is wearing blue,2738
0,Man walking with red skateboard.,the mans skateboard is very expensive,2739
1,A four person band is playing in a church.,Musicians are playing music,2740
1,An older couple looking at a red motorcycle.,The couple looks at the motorcycle.,2744
1,A man holding a microphone and hand covering eyes,A man covers his eyes will holding a mic.,2745
1,Two men are on a beach bending down with one foot and one arm in the air at the same time.,Two men on a beach,2747
1,Several men are sitting around talking and laughing in an area that is filled with palm trees.,The men are sitting and talking while laughing under the palm trees.,2752
1,a man is performing an aerial jump on a bicycle in front of a mountain covered with pine trees.,Man is riding bicycle,2768
1,The gentlemen are on the boat deck relaxing.,The men are chatting on the deck of the boat.,2772
0,A German shepherd runs after a tennis ball,The dog is playing fetch with his owner.,2779
1,Some people are in a race.,There are people engaging in a contest of speed.,2782
0,A guy with a backpack and orange bag walks past a large building.,The backpack is big,2785
0,A man with gray hair and a plaid shirt looks out over a balcony.,man is enjoying cool wether in balcony,2786
1,A girl laughing on a water slide.,A kid is amused.,2790
0,Two people stare down their respective bowling lanes.,Two people collect their bowling balls.,2797
0,Boy with brownish red-hair playing in the middle of the street while his mother watches intently on the driver of the vehicle headed towards him.,The boy is inside playing with his trucks.,2806
0,A man in a white shirt is playing a trumpet while his buddy in the background is playing some sort of guitar.,Inside of a nightclub two friends are playing musical instruments.,2808
0,Two children in red coats and hats looking at a red train in the winter time.,Two children in red coats and hats looking at a red train in the snow.,2811
1,"A man is walking down the beach using a metal detector, on a bright sunny day.",There's a person with a metal detector outdoors,2814
1,A male skateboarder skates off the steps to make a trick move for the camera.,A man is performing a skateboarding maneuver.,2817
0,A girl holding a Chinese flag covers her mouth in Tiananmen Square.,The girl is coloring in her coloring book on the picnic table next to the park.,2824
1,A brown dog playing in the snow.,The dog is outside.,2831
0,A dog leaps to catch a ball in a field.,A dog runs around circles chasing his tails.,2832
0,Several hockey players sitting in the box outside the rink.,The players are skating.,2838
1,Two young women in dresses are playing with hula hoops.,Two women using hula hoops,2839
1,A rocky land-mass extends into the water in the distance.,A craggy area stretches out into the liquid beyond it.,2844
0,Two elderly gentlemen in sweaters are seated outdoors and engaged in conversation.,Two older men sitting on a park bench talking.,2849
1,a two-seated green sports car with the number 63 on its passenger side door on a driving track.,A car is on a track.,2852
1,A lady in a tan jacket has her back turned to what the rest of the crowd is clapping for.,A lady in a tan jacket has her back facing away as the red of the crowd claps about something behind her that they see.,2863
0,A small girl with orange beach shorts shoveling sand with her pink Disney's Minnie bucket.,the girl likes Minnie Mouse,2866
0,A man and a woman look at the sky while the man smokes a cigarette.,The man is smoking a menthol cigarette.,2869
0,"A dog, trailing a leash, chases a tennis ball across a grassy area.",The dog is playing fetch.,2871
0,A group of buildings with asian writing on them and people walking about out front.,The buildings are ten stories tall.,2872
1,"Three snake charmers stand in the road while one pulls a snake out of a box, and another large snake rears its head back in the fore-ground.",three snake charmers are outside.,2875
1,Several man in black tops play the guitar.,People are playing music.,2878
0,"A man, which is in his kitchen, beats a batter inside a bowl beside empty pans and a spatula.",A husband is baking a birthday cake for his wife,2891
0,A young white male is sweeping a porch with a large broom.,A young boy wearing a blue shirt anf jeans is sweeping a porch,2896
1,"Male teenager wearing red shirt, black and white shorts and white bandanna sitting on black railing.",Someone is wearing a red shirt.,2898
1,A man wrapped in a towel is sitting in the sauna.,a man in a sauna,2911
0,An older bold man with a beard in the bright shirt is sitting and smoking on the street.,The man has a long beard.,2914
1,A man in snow weather gear is laying in the snow in front of a door.,A man is reclining near a door.,2920
1,A group of three young men and a woman wearing a black shirt and blue jeans are fixing an inverted black and pink striped bike in a grassy park.,a group of people are outdoors fixing a bike,2923
0,A male volleyball player in a yellow jersey is about to spike the ball.,A man about to hit a volleyball toward another man,2931
1,A little boy is pulling up his underwear.,A boy is getting dressed,2946
1,An older man and girl are cutting wood together.,two people are chopping up a tree,2950
1,A man sits looking depressed in a storefront wearing a black suit.,A man sits in front of a store.,2958
1,A base runner is being tagged out by the opposing team.,a child was there,2959
0,A woman with clack and white checkered pants gets her hair done at a salon.,A man is at the barber shop.,2961
1,A man walks in a field holing a model airplane.,A man walks outside,2964
1,Player number 23 dunks the basketball into the net with a crowd in the background.,Player 23 scored points.,2967
0,A junior rodeo event with two kids trying to wrangle a sheep.,A junior rodeo event with two kids trying to wrangle a bull.,2969
0,A man is poling in a canoe in a tropical location.,A man in a black hat is in a canoe.,2975
0,Cheerleaders wearing a yellow shirt are rehearsing.,Cheerleaders wearing a yellow shirt are practicing in the school gym.,2976
0,Person standing upon a log in the forest.,The man is riding his motorcycle through the woods.,2978
1,A teacher stands in front of a projector and a student at the front of the class has her hand raised.,A teacher stands in front of a projector,2983
0,"A ""rock star"" performing a concert in front of a live audience.",They are running for public office.,2989
0,"Two children on a carnival ride, tree in background.",The airplane was in the sky.,3004
0,Child using a wood shop machine.,a child is asleep at home in bed,3005
0,Two street performers dance and play the accordion in front of a rather large crowd.,The two people are inside.,3009
0,a girls laying down at the grass,girls laying in the grass on a hot summer day,3020
0,A woman in a red costume to the left of a man and woman standing together.,Three men are sitting together discussing the weekend.,3028
0,"One gu, wearing blue gloves and a brown vest, with a large camera pointed toward a Conquest trailer with a solar cell at his feet.",A guy taking pictures of a Conquest trailer to sell it.,3030
1,Cyclist number forty-eight treks through the mud.,A cyclist treks outdoors.,3036
1,Guy in jeans and black jacket walking along grass and trees with the city in the background.,The guy walked along the grass.,3040
1,"Female performer, scantily dressed, tying straps around neck, behind show area.",The woman is tying straps.,3041
0,"Two women, one of them being from team Great Britain compete at the 2012 London Olympic games.",Two females compete in a running event.,3042
0,Two muzzled racing dogs running along track.,Two racing dogs running along track.,3051
1,A man on inline skates does a trick on a cracked concrete ramp.,A man is skating.,3054
1,People walk down the busy sidewalk.,People are walking.,3056
0,There are some construction workers putting up a wall.,There are some construction workers putting up a wall in the new country club building.,3067
0,Three little boys on a float in a river.,three boys sleep in a tent,3072
0,"A man sticks his tongue out at the camera, a woman smirks at it.",the woman smiled as the man skated by,3073
0,Young white male preparing food on the stove top.,A young male cooks ramen noodles on a stove,3081
1,A groom is holding his bride's hand while walking across a street.,The bride is smiling at the groom.,3083
0,A basketball player in white is trying to defend against the player in black who is dribbling the ball.,The basketball game will determine who wins the competition.,3086
1,"Three men, one in a blue shirt, one in a striped shirt and one in a white shirt are talking.",three guys chat,3093
0,Some people participating in a road race.,some people bet on road race.,3097
0,Several children are sitting at a table as a little boy wearing a red shirt with a white design looks towards the camera.,Children are playing at a table.,3099
1,A plane is taxiing next to some water,A plane is next to water.,3104
1,Dogs and their masters gather on a dirt trail.,Trainers walking their dogs on a dirt trail.,3108
1,A young man and woman grill meat outdoors.,A man and a woman are grilling meat.,3117
1,The older gentlemen explains with enthusiasm what the string is for.,the man explains the purpose of something,3124
1,"two women sitting at a table, one looking down and the other on a laptop, with a banner that says sweden in spanish behind them.",A computer is visible in the frame.,3138
0,Two people cooking in a cramped kitchen.,Two people watch a movie.,3141
1,artists performing during GMA summer concert series.,artists play music,3144
0,"A young man and woman demonstrating a difficult, and compromising dance pose.","A young gay couple demonstrating a difficult, and compromising dance pose.",3147
0,A woman is sitting on some stairs outside with several baskets filled with craft items and miniature dolls at her feet and next to her for sale.,The woman is selling food and nothing else.,3152
0,Man in red shoes and red and white print shorts posing in front of rocks by water.,A guy is posing so his friend can take a photo.,3155
0,A young girl pets a brown doe in the sunshine.,A sad girl pets a brown doe in the sunshine.,3157
1,Two people ride a motorcycle on a city street in front of a cafe with outdoor seats.,The people are riding.,3170
1,Women conversing while tending their produce in a market.,Some women are chatting as they sell their produce.,3173
0,A little boy is wearing a blue and white shirt while holding a toy animal that is either a crocodile or an alligator.,A little boy holding a stuffed animal resembling a crocodile or an alligator.,3174
1,A large gray dog is jumping over a white hurdle.,A dog is active.,3177
0,Skateboarder in black with yellow skateboard in midair.,A young skateboarder is rolling on the ground.,3178
0,A little boy sits in a black swing on a playground outside a school.,A little boy on a playground,3179
0,A gymnasium athlete gets ready to start her gymnasium act.,The athlete is muscular.,3186
0,A man is launched into the air from a raft.,The man is underwater,3192
0,"Man in boat wearing athletic shorts, a backwards baseball cap and sunglasses unhooks a fish he has caught while fishing.",The man must catch more fish if his family is to eat a good supper tonight,3201
0,Two women wearing sleeveless dresses are dancing.,Two women are wearing comfortable dresses.,3216
1,A woman in a pink scarf walking down the street.,A woman is walking outside.,3223
0,"A young African-American man, wearing a colorful silk-screened shirt and a cap, walks his bicycle down an urban sidewalk.",A black man is heading home with his bike.,3224
1,The base runner attempts to make it safely to the bag.,A player in a game is running to the base.,3225
0,An Asian man and woman smile while the man points to something to the right of the picture.,The man and woman are wind sailing in the Bermuda.,3228
0,Most of them are wearing mask to protect them from pollution.,One of the people is wearing a mask.,3229
0,A man is standing inside a subway train with his mouth wide open.,The man is yawning.,3230
0,A man in work gloves is tugging on a rope.,His gloves are sturdy.,3239
1,"Two men in blue jumpsuits, one holding a bandaged girl",A man is holding a girl.,3241
0,Various people crossing the street by a liquor store and Thai House.,Various people are getting ready for a party as they leave the liquor store,3242
1,"Smiling young men and women sit on a floor, and two of the women suck on lollipops.",The people are eating candy.,3249
0,Two employees working at a restaurant during Dinnertime.,The people are asleep.,3266
0,A group of people stand together in front a little white house.,a group of people are standing in front of a red house,3267
0,large gathering of people for the launch of hot air balloons.,Hot air balloons are attracting a crowd outdoors.,3273
1,"A well lit room, with three glasses on the table and two plates.",A table is prepared for a meal.,3287
0,"A man walking down the street with an umbrella, several people under an umbrella looking at a holiday display, and a motorist in a white car.",The man is indoors.,3291
1,People in wetsuits jump into the water from a concrete dock.,People jump into water.,3294
1,"A band with three members, guitarist, bassist and drummer, is playing a concert outside.",The band is playing music.,3300
0,An ice skater is performing an ice skating routine.,An ice skater is rollerskating.,3304
0,A man wearing a yellow safety vest watches other workers on machinery.,The man is a basketball coach.,3310
1,Man walking along side of a black iron fence.,A man walks near a fence.,3324
1,"A group of students work on a project, while world flags hang above their heads.",A group of students are working together on a school project.,3327
1,A child on a fake horse ride.,A child is riding on a fake horse.,3330
1,Two children scavenging on the shore adjacent to boats.,Two kids are on a shore.,3335
1,A man with blue boxing gloves is throwing punches.,A guy is boxing at an arena.,3342
0,An elderly man opens a wine bottle while standing behind a bar.,The old man is not behind the bar.,3343
1,"Two people, one in gray and one in white, sitting on a bench by a walking path looking over a field at a forest during autumn.",The two people are enjoying the scenery.,3345
1,The orange cat stands next to its owner in the pink flip-flops.,A cat near a person.,3354
1,A man in a red and white striped shirt walking past a wall with a painting of a man with a brown hat and surrounded by pink paint.,A man is walking by a wall with a mural on it.,3356
0,A young man with a pink comb in his hand and headphones on poses for the camera.,Man has a white comb,3368
0,A man is fishing in the ocean with a large woman walking to the left.,There is a man watching others fish,3373
0,A child with a snow shovel.,A grown ma with a shovel.,3374
0,A young boy wearing a striped shirt points into the distance.,A boy is pointing at a rainbow in the sky.,3376
1,People in clusters of twos and threes stand around an outdoor fountain.,People are standing around a fountain.,3380
0,Two females walk away from each other on an empty Asian city street.,Two women walk towards each with guns drawn on an empty Asian city street.,3385
1,a man wearing a yellow shirt standing in the middle of a bunch of garbage and a graffitied wall.,A man standing by graffiti.,3389
1,A little boy with black curly hair sitting in a blue chair that is on the sidewalk.,A boy is sitting outside.,3391
1,A man wearing a dark blue robe performing a ritual.,A man is praying.,3394
1,A young boy plays on a merry-go-round.,A child plays on the playground equipment.,3417
1,A pelican in mid-flight above a group of pelicans.,A group of pelicans are flying.,3419
0,The Maryland Terps marching band performs at a football game.,A marching band practices in an empty stadium.,3420
1,"Two women squatting on the sidewalk looking at plants, one in black shirt, shorts and pink sandals, the other in a white shirt, black shorts talking on a cellphone.",Two young women are outdoors.,3427
1,A group of people in what appears to be traditional Scottish clothing are pictured midair during some kind of dance.,A group of people took a picture.,3430
0,A man is playing with two dogs in his yard.,A woman is feeding the birds.,3432
0,A man walking across a chain over top of water.,A man is in a hurry to cross the water.,3436
0,This shows many people on bicycles in different color uniforms and helmets.,The people are at a cafe.,3440
1,Ballet dancers performing on a stage.,Ballet dancers perform a routine.,3444
0,A family enjoying a day at the beach.,A family playing volleyball,3446
1,A street performers plays guitar while a man dances and a couple watches.,People are watching the performer play guitar.,3451
1,A man aboard a red train helps a small child onto it while another person tries to get on.,A person and a vehicle.,3452
0,"A man wearing an orange vest, gray tie and white hard hat with blue headphones attached squints.",A man puts his hat on chair.,3453
1,Culinary judge announces as he opens dish.,A man is by some food.,3462
1,Young boy in a white striped shirt and headband holding a tennis racket.,the boy is on a tennis court,3466
0,A woman with a form of arms spread and one leg up on the shore of the ocean.,A group of women gather for their weekly yoga session.,3472
1,People are doing an exercise routine in a park-like setting.,There is a group outside being active.,3476
0,A woman and a man watching another man work with clay.,Two people watch a dog chase a ball.,3486
1,A bmx rider makes a jump.,There is an athlete performing a trick.,3490
0,Runners participate in a marathon on closed city streets.,The runners are inside warming up for the marathon,3496
0,Two casually dressed young men are sweeping a classroom floor while a casually dressed young woman looks on.,They are in trouble,3506
0,A blue boat and orange boat float among lilypads in an outdoor setting.,There are two different colored boats with fisherman on them.,3507
1,"Posing with their much loved guitar, a couple smiles joyously.",A couple is posing with a guitar.,3510
0,A man and woman walking next to a red car with an unusual hood ornament.,A man and woman are walking through a parking lot.,3511
0,A woman is holding her baby in a hospital room.,The baby is sleeping in an incubator.,3517
0,"Two women, cosplaying as a pokemon and pokemon trainer, are posing for a picture in the street.",The wome are attempting to be cosplay models.,3530
0,Brunette woman in a pink tank top with sunglasses is laughing while holding a cup.,A woman heard a funny joke.,3531
0,Four golfers on a green are preparing to putt.,The golfers are preparing to drive.,3549
1,A man in a blue hat is sculpting a piece of ice.,a man sculpting ice,3553
0,A woman in her pink strip shirt waits at the street crossing for traffic to stop.,A woman is at a bar listening to music,3556
1,The man on the cherry-picker is high above the ground beside the beige house.,The man is high above the ground next to the house.,3561
1,An older man sitting outside reading a book.,A man is reading a book.,3564
1,Maid in a white dress cleaning the floor.,The woman is removing dirt from the floor.,3565
1,A child just hit a ball while playing t-ball.,There is a kid holding a baseball bat.,3568
1,A man with a cigarette talks to a woman with a cigarette.,Two smokers have a conversation,3572
0,An officer writing up a ticket in a heavily crowded downtown area.,An officer writing up a ticket in a rural isolated area.,3579
0,A young man leaning against a streetlight as a bus with a statue of Liberty sign drives past.,A young man is leaning against a tall streetlight.,3581
1,Two knights on horses joust.,The knights are jousting on horseback.,3584
0,Four men in lime green attire are breakdancing on the sidewalk as a group of pedestrians look on.,Some pedestrians give money for the performance.,3591
1,The journey is temporarily delayed by mechanical malfunctions.,The trip has been suspended due to issues,3594
1,Man operating technology with earphones on.,A man is operating technology.,3596
1,A woman in a black shirt is holding the hand of a gentleman in a suit and striped tie and laying her head on his shoulder while smiling.,A pair is in love mood.,3598
0,The man is on the mountainside.,A frat boy draws on his friend's face.,3600
0,Five people sitting outside playing a game of cards.,The five people are playing tug-of-war in the muddy field.,3603
1,A person being blindfolded by a girl and a boy.,A person gets blindfolded.,3610
1,A man in a blue striped shirt strands next to a woman.,man and woman stand,3627
1,A woman in a blue bathing suit is jumping off a dock into a lake.,A woman is outdoors.,3629
1,A group of women wearing all black uniforms play various stringed instruments.,There is a group of women playing music on their instruments,3633
0,The man in the apartment is holding a guitar hero guitar.,Someone is waiting for the game of guitar hero to load so they can play the guitar.,3636
1,Several people wading in the water at the bottom of a ravine.,People are in the water in a ravine.,3638
0,A girl is facing a wall with her back toward a dome-like piece of art.,The girl is at home.,3640
0,"Lovely city scene showing a clear blue sky, three old buildings and a narrow street with rail tracks.","It is a desolate, rainy day near the rail tracks.",3644
1,An elephant is carrying something in its trunk and is covered by some bright-colored fabric.,An elephant has cloth over his body,3654
1,People going about their lives within the city.,The city streets are bustling.,3665
1,A man is riding a motorcycle through the streets of an Indian bazaar.,A man is riding a bike in a foreign land,3672
0,"A woman in a red sundress walks past some stairs in front of a baroque building, where tourists are sitting.",There are no stairs in front of the building.,3675
1,"A male in a suit holding a beverage in a cup walking down the sidewalk, next to a city bus.",The man is walking outdoors.,3676
0,Young man gets haircut by another young man.,The man is strong,3679
1,Girl giving a man a biscuit.,Young lady shares a cookie.,3683
0,"A skateboarder in black, brown, and white is grinding his skateboard along a low rail",A girl on a riding her bike off ramps.,3687
0,People walking around town.,The people are walking throughout the town in hopes of finding the lost bracelet.,3695
0,A group of four people are on top of each other and pose for a picture.,Four people are at the bar.,3696
1,A man sells inflatable toys at an outdoor event.,Someone is outside.,3701
0,Bicyclists and pedicabs go by a large white modern building.,the riders are dead,3709
1,A band performs using medieval instruments at a renaissance fair.,Some humans performing,3712
1,Two young woman in dresses dancing in a nightclub.,The women are out dancing.,3713
0,Three men stand on the podium while four other men stand along with them as part of the awards ceremony.,Three men are standing behind a bar serving drinks,3714
1,Picture of a red wagon and a little boy riding his bike in front of a brick building.,A boy is riding his bike in front of the building.,3719
1,A young boy stands next to a green desk on top of which a board game has been set up.,A board game has been set up on a desk,3724
0,a man wearing a gray jacket standing on the side of a street.,The man waits for the crosswalk signal.,3725
0,Two people in animal suits in a square.,Two people wearing animal dresses are sleeping.,3726
0,A couple holding hands as they look out over the water towards the sky while the trees reflect in the lake and a boat rests comfortably on the shore.,A man and woman hold hands as they look at the sky over a lake.,3735
1,A man in a black shirt talks on his cellphone.,A man in black is having a phone conversation.,3738
0,A man dives towards the water.,A man is in his office.,3741
0,a guy riding a gnarly five foot wave all the way to the shore,A man is having fun surfing.,3744
0,A guy playing an accordion with a hat on.,He is a horrible musician,3748
0,"A baseball player from the Tigers is sliding onto a base, while the umpire is running to see whether or not the player is safe.",The umpire is not paying attention to the game.,3756
0,Kids in bathing suits with water splashing around them.,Funny kids splashing.,3760
1,Two people hanging on the building wall are washing the windows.,two people are cleaning part of the building,3762
1,Three people in a room with a woman in a black shirt and neck scarf holding a drink in her hand.,"Of the three people in the room, one was a lady wearing black and holding a drink.",3763
0,A man in black and one in white posing indoors.,A clown is posing indoor.,3766
0,A man riding his bicycle with a red and white umbrella has his picture taken by a crowd.,A man is with an umbrella,3769
1,A furry black dog in a backyard carrying a basket in its mouth.,A dog is outdoors.,3775
1,A girl in a pink hat sits outside.,The girl is sitting outside.,3778
1,A man performing ballet in the forest.,A man is dancing in the forest.,3788
1,Scottish bagpipe players are performing on the streets.,People are playing music.,3797
1,A woman is looking at a photograph.,Photographs come from cameras.,3810
0,Man with red coat and pointy hair is blowing on a kazoo on stage.,Man in costume playing a kazoo in front of a crowd.,3812
1,Two bicyclists pose by a stream for a picture.,Two cyclists are taking a break.,3814
0,Boy in striped shirt looks at peaceful lake.,A boy sitting in a chair at the lake.,3818
1,Several young men are playing volleyball; one is jumping.,There are men playing a sport.,3828
1,"A man works at a vegetable stand market, with prices displayed nearby.",A man in a market.,3840
1,Few young people out drinking.,A group of people are drinking.,3843
0,Some type of ritual is going on with a man wearing a red headband restraining a girl in a brown shirt.,There is no ritual,3845
0,"A group of people, one holding a yellow and blue umbrella, are standing at the top of some stairs.",A single person wearing only a poncho stands at the bottom of the staircase.,3850
0,"Three girls on a field, one is carrying a ball.","three girls on a soccer field, one holding a ball.",3854
0,A group of people playing a game where each one face each other holding hands and a person will pass through them.,None of these people are touching each other.,3863
0,A person with an orange shirt jumping in a trampoline,A person wearing orange setting up a trampoline.,3874
1,a man in a red uniform jumping on a sports field,A uniformed man is interacting with a sport.,3876
1,A man with glasses is wearing a beer can crocheted hat.,A man is in a hat.,3890
1,Two rickshaw operators waiting for a fare with traffic in the background.,Two rickshaw operators wait for a fair.,3900
1,A woman in red and white standing in the middle of the street.,A person in red and white standing in the middle of the street.,3911
1,A brown and black dog jumps high in the air after a purple Frisbee.,Two dogs are outside.,3913
1,Poor family sitting next to the emergency window at a refugee camp.,There is a family next to a window.,3919
0,Three men sitting on a train together.,the men are warriors,3925
1,A man reading a newspaper on a wooden outdoor bench.,A man is sitting outside reading,3930
0,A dog is catching a yellow tennis ball on the beach.,A cat is on the beach.,3943
1,A Man fixing machinery outside.,A man working.,3953
0,Two firemen at the end of a cherry picker attempting to get above a fire in a small trailer at night.,The small trailer fire is smoldering.,3972
0,Many people are performing music in front of an audience.,The people are clapping.,3974
1,A pile of rocks and a group of people around it.,A pile of rocks is surrounded by a group of people.,3976
0,A group of three men play mariachi music.,Some people play music at a wedding.,3987
0,Two ladys laugh and smile.,Two boogers laugh and smile.,3993
0,It looks as though there was a beauty competition of some sort sponsored by the Chinese as evidenced by the stuffed panda bears.,The winner was from Shanghai.,3998
0,A male with a hat is juggling four balls.,A man dressed up with a hat performs a juggling act for his audience.,4000
1,"A man is sitting on a short stool, with his back turned to the camera, facing some stacked orange and yellow crates.",A man sits on a stool.,4014
1,Three people in a group of cars in what appears to be a city scene; two of them carrying a large bottle and one is a female dressed in high heels.,There are three people outside in a city.,4018
0,A black-haired woman in yellow and orange is doing work near the water.,The man in green workes near the ditch.,4021
1,Boy Scouts pay their respects to a fallen hero.,The hero is dead.,4033
0,A white dog wearing a blue collar runs for a green ball.,A dog runs after a moving ball.,4036
0,Racks of plants at the farm products store.,There is only one plant on the racks.,4037
1,A man climbs some rocks.,A man outdoors,4061
0,Two people are playing ice hockey.,there is competetion going on between players,4070
1,A man in swimming trunks runs into the surf during sunset.,a man runs into the surf,4073
0,A basketball player slam dunks the basketball.,He hits a 3 pointer.,4079
1,A young person in a gray t-shirt stands beside an older woman handing out a slice of watermelon.,A young person is giving away a slice of fruit.,4090
0,"Two men are on a boat, one is fishing.",There are men on a jet ski.,4107
0,A white man and an African American appear to be sitting in front of a scenery with plants and a tree.,A white man and his black best friend are catching up at the park.,4109
1,A woman wearing a purple sweatshirt and jeans with red feathers attached to her head is working on a laptop which sits on a small wooden desk.,There is a laptop on the desk.,4114
0,Chinese person carrying a big pot of stew to the fathers house.,A Chinese person is deliverying a pot of stew to a party.,4116
1,A blond girl with a poster poses with a black-haired girl.,Two girls are posing together.,4124
1,A Coke truck is driving pass a blue truck parked on the side of the road.,A Coca-Cola truck is passing another truck on the roadside.,4133
0,It is relaxing to sit under a tree on a nice day and sketch your surroundings.,A woman reads a magazine.,4137
1,A cyclist rides down a muddy roped off path through the forest.,A person is outdoors.,4138
0,"A man pulls a yellow hose, there is a shadow in the background that is clearly not his own.",The man with a hose is being stalked by shadow people,4142
0,A man in a brown shirt is standing on a bridge and pointing while other people walk by.,The bridge is large.,4143
0,"A fun jam session with guitarist, drummers and piano mover elderly man to dance away.",The man is practicing for his debut for the theater,4146
1,Crowd standing outside a metro area.,There is a crowd standing outside.,4150
0,The wall in front of the bed is mirrored.,The wall is decorated,4158
1,"A black woman dressed in brown, approaching a woman in a white jacket and yellow hat, in front of a garage door.",Two women are engaged with one another in front of a garage.,4164
1,A man working on a project in his workshop.,The man is building something.,4167
0,The young girl is running on a sandy beach.,The young girl is running away from a sea monster.,4171
1,"Two men of southeast Asian descent are sitting Indian style on a bamboo floor, playing chess while two young boys watch in the foreground.","Four people are in the room, two of which are playing chess.",4175
1,This man is demonstrating unique dancing.,A guy is dancing.,4177
0,Five men hauling in a fishing net on the beach.,The men are strong.,4178
0,"A person dressed, in black robes, huddles at the opening of a bridge, with a soft drink at hid feet.",The man is eating a sandwich.,4179
0,"The tennis player is hitting the ball with his racquet, while others watch the match.",Tennis players from two universities are competing in a match.,4186
1,"Two boys, two girls, strapped in and ready for an amusement park ride.",Two boys and two girls are strapped in for an amusement park ride.,4187
0,A woman wearing traditional Japanese attire walking.,A Japanese woman walks down the street.,4188
1,A woman browses through some ornaments.,A person is looking at some objects.,4197
1,A band member in a pink shirt is singing and playing the guitar.,There is a person playing music,4199
1,People browsing for clams and lobster at a marketplace.,People are at a marketplace.,4203
1,A wakeboarder in the ocean is in the middle of a flip.,A person is playing water sports.,4206
0,"There is a woman, who is all dressed up in a beautiful multicolored tutu with a tiara, doing a split in midair for a performance.",A woman is trying to impress the audience with her athleticism,4208
0,A man in a blue-checkered apron is using cleaning products to sanitize a surface.,The man is sleeping,4211
0,A young girl is performing a gymnastics routine on horizontal bars under the close supervision of an adult male.,"Young girl sitting in a locker room, drinking from a water bottle.",4212
0,The little boy is enjoying the company of his parents.,4 adults are sitting with no kids,4218
1,People gathered in a house talking.,People conversing.,4223
0,"A group of people are standing under a structure, smiling and dancing.",People are sitting solemnly in an amphitheater.,4225
0,Dog with lease poses for the camera with its tongue hanging out.,The dog is moving around.,4227
0,A dog biting the cleaning end of a broom.,A dog is sleeping.,4232
1,A man in a dress shirt and tie is smiling and holding in his hands a pair of sunglasses and some sort of paper.,A man is carrying things.,4234
1,"A girl in a striped shirt is drinking from a bottle, while a girl behind her talks on a cellphone.",There are two girls.,4242
0,A man in a blue shirt is driving a blue car with a rack on top and has a man in an orange shirt as his passenger.,The men are not wearing shits in the car.,4243
0,A woman with glasses and a scarf stands outside in the snow.,A woman is sitting by a fireplace.,4244
1,Four young trendy women sitting and talking in a public place.,Four ladies are talking in public.,4249
0,Someone riding sideways on a motorcycle.,The person is laying in his bedroom.,4255
0,"An old woman at a furniture shop, a small dog is looking as she walks away.",The crab eats pizza,4259
0,Two young ladies playing beach volleyball.,Two girls are playing golf.,4261
0,A man in a white shirt eating vegetables.,The man in a white shirt is on a diet.,4263
1,A large formally dressed family poses for a photo in front of a large wooden door.,A large family poses for a photo.,4268
1,A boat turns right in an open river.,A floating object on water.,4278
0,A bunch of people in a life boat in the open ocean.,The group is walking through the city.,4282
1,A guy on a skateboard performs a trick in front of a crowd.,A person performs for people.,4285
0,Men in gas masks kneel in front of a large audience.,Men dance in front of audience.,4286
0,"A man in a black shirt and a white pants holds two sticks on an urban sidewalk, playing four overturned buckets as drums.",A man plays an expensive drumset in a band.,4289
1,An elderly man walking down the sidewalk carrying a shopping bag.,An old man is outside walking,4293
0,Dancer striking a beautiful pose on a basketball court.,The dancer is on the court,4297
1,A man on ski has jumped in a tree while another man is watching,A man is doing a ski trick.,4300
1,A man is swimming in the pool.,A  man is swimming,4311
0,Family hiking in the woods,This is a city street.,4312
0,A gray dog runs along side a pool while a yellow dog jumps into the pool.,dogs run through a field,4324
1,Children climbing on ropes at a park.,Children playing in the park.,4330
0,A woman doing dirty handwork on wood.,A group of senior citizens goes bowling.,4346
1,A couple are speaking at an event on 09-09-2007.,The couple make a few remarks at the event.,4349
0,Snowboarder going over a fence in snow.,They are in the summer heat,4356
1,Two men are boxing in a ring.,The guys have big gloves on their hands.,4358
0,A tan dog chases a white dog through the leafy grass,A tan dog chases a white dog off of its property.,4360
0,A man is on stage and blowing a Kazoo into a microphone.,The man is blowing a trumpet into a trash can.,4361
0,"A dog, jumping over a trace obstacle, a woman watching in the back.",A cat is meowing.,4363
1,"An artist paints a picture in a outdoor public area while several men sitting on benches chat, read and eat.",The man is applying paint to a surface.,4380
0,A child wearing a blue shirt is walking on the street holding up two fingers.,The child is flashing the peace sign to their friends as they leave.,4388
1,Three men with reflective safety jackets are watching two men in reflective jackets put rocks into a hole in the road.,Two men are putting rocks into a hole in the road.,4389
1,Group of people gathered out on the streets near a display of bicycles.,The people are near the bicycles,4399
0,Seven people are wading in a natural pool.,Four people are wading in a natural pool,4406
0,This is a woman brushing her teeth in the woods.,A man chopping wood.,4413
0,A woman in a red shirt dancing.,A woman is wearing red,4422
1,Two little girls in red and white strips are chasing after a soccer ball.,Two girls are in red and white stripes,4425
1,Some people are walking through a narrow crevice in some rocks.,There are people outside.,4426
0,A white dog is jumping on the street.,The dog is playing a game with its owner.,4430
1,Two men on horses chase down a cow on a sunny day.,Two men are on horseback,4431
1,"Two elderly men dressed up in classic time outfits, reading to a crowd.",The two elderly men are in front of a crowd.,4432
1,Baby looking at the leaves on a branch of a tree.,A baby is looking at a tree.,4433
