label,sentence,sample_index
1,more of the same from taiwanese auteur tsai ming liang which is good news to anyone who s fallen under the sweet melancholy spell of this unique director s previous films,1591
1,humorous and heartfelt douglas mcgrath s version of nicholas nickleby left me feeling refreshed and hopeful,1596
1,not many movies have that kind of impact on me these days,1597
1,the movie enters a realm where few non porn films venture and comes across as darkly funny energetic and surprisingly gentle,1603
1,although the subject matter may still be too close to recent national events the film works mostly due to its superior cast of characters,1604
1,it s not going to be everyone s bag of popcorn but it definitely gives you something to chew on,1605
1,it has that rare quality of being able to creep the living hell out of you,1607
1,if you love the music and i do its hard to imagine having more fun watching a documentary,1619
1,satin rouge is not a new or inventive journey but it s encouraging to see a three dimensional average middle aged woman s experience of self discovery handled with such sensitivity,1622
1,in its understanding often funny way it tells a story whose restatement is validated by the changing composition of the nation,1625
1,the charm of revolution os is rather the way it introduces you to new fervently held ideas and fanciful thinkers,1631
1,offers the flash of rock videos fused with solid performances and eerie atmosphere,1633
1,for all its problems the lady and the duke surprisingly manages never to grow boring which proves that rohmer still has a sense of his audience,1635
1,an edifying glimpse into the wit and revolutionary spirit of these performers and their era,1636
1,this is one of the year s best films,1639
1,a fleet footed and pleasingly upbeat family diversion,1640
1,great performances stylish cinematography and a gritty feel help make gangster no 1 a worthwhile moviegoing experience,1645
1,mr deeds is suitable summer entertainment that offers escapism without requiring a great deal of thought,1646
1,but on the whole you re gon na like this movie,1648
1,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1655
1,a very good film sits in the place where a masterpiece should be,1663
1,spellbinding fun and deliciously exploitative,1664
1,one of recent memory s most thoughtful films about art ethics and the cost of moral compromise,1668
1,it s very beavis and butthead yet always seems to elicit a chuckle,1673
1,henry bean s thoughtful screenplay provides no easy answers but offers a compelling investigation of faith versus intellect,1678
1,a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family,1679
1,playing a role of almost bergmanesque intensity bisset is both convincing and radiant,1680
1,an alternately fascinating and frustrating documentary,1682
1,poignant japanese epic about adolescent anomie and heartbreak,1685
1,we ve seen it all before in one form or another but director hoffman with great help from kevin kline makes us care about this latest reincarnation of the world s greatest teacher,1686
1,even though it s common knowledge that park and his founding partner yong kang lost kozmo in the end you ca n t help but get caught up in the thrill of the company s astonishing growth,1687
1,a delightful surprise because despite all the backstage drama this is a movie that tells stories that work is charming is moving is funny and looks professional,1690
1,it s all about anakin and the lustrous polished visuals rich in color and creativity and of course special effect,1693
1,it s funny touching dramatically forceful and beautifully shot,1696
1,fudges fact and fancy with such confidence that we feel as if we re seeing something purer than the real thing,1704
1,nohe s documentary about the event is sympathetic without being gullible he is n t blind to the silliness but also captures moments of spontaneous creativity and authentic co operative interaction,1707
1,secret ballot is a funny puzzling movie ambiguous enough to be engaging and oddly moving,1708
1,although devoid of objectivity and full of nostalgic comments from the now middle aged participants dogtown and z boys has a compelling story to tell,1709
1,the enjoyable undercover brother a zany mix of saturday night live style parody 70s blaxploitation films and goofball action comedy gone wild dishes out a ton of laughs that everyone can enjoy,1711
1,brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life s harshness,1712
1,jackson is always watchable,1713
1,a wild ride of a movie that keeps throwing fastballs,1715
1,confessions is without a doubt a memorable directorial debut from king hunk,1716
1,a dazzling dream of a documentary,1719
1,the film proves unrelentingly grim and equally engrossing,1722
1,the last kiss will probably never achieve the popularity of my big fat greek wedding but its provocative central wedding sequence has far more impact,1724
1,fast and funny an action cartoon that s suspenseful enough for older kids but not too scary for the school age crowd,1733
1,one of those rare films that come by once in a while with flawless amounts of acting direction story and pace,1734
1,vibrantly colored and beautifully designed metropolis is a feast for the eyes,1742
1,could have been crisper and punchier but it s likely to please audiences who like movies that demand four hankies,1750
1,its almost too spectacular coastal setting distracts slightly from an eccentric and good naturedly aimless story,1753
1,this story of a determined woman s courage to find her husband in a war zone offers winning performances and some effecting moments,1757
1,a modestly made but profoundly moving documentary,1759
1,not everything in this ambitious comic escapade works but coppola along with his sister sofia is a real filmmaker,1761
1,the performers are so spot on it is hard to conceive anyone else in their roles,1762
1,this slight premise works because of the ideal casting of the masterful british actor ian holm as the aged napoleon,1763
1,most of the things that made the original men in black such a pleasure are still there,1771
1,if you re burnt out on it s a wonderful life marathons and bored with a christmas carol it might just be the movie you re looking for,1785
1,worth catching for griffiths warm and winning central performance,1792
1,a meatier deeper beginning and or ending would have easily tipped this film into the a range as is it s a very very strong b,1794
1,the power of shanghai ghetto a documentary by dana janklowicz mann and amir mann rests in the voices of men and women now in their 70s who lived there in the 1940s,1796
1,maintains your interest until the end and even leaves you with a few lingering animated thoughts,1797
1,reign of fire is hardly the most original fantasy film ever made beyond road warrior it owes enormous debts to aliens and every previous dragon drama but that barely makes it any less entertaining,1802
1,the bard as black comedy willie would have loved it,1804
0,the film s considered approach to its subject matter is too calm and thoughtful for agitprop and the thinness of its characterizations makes it a failure as straight drama,1806
0,as underwater ghost stories go below casts its spooky net out into the atlantic ocean and spits it back grizzled and charred somewhere northwest of the bermuda triangle,1809
1,trapped wo n t score points for political correctness but it may cause parents a few sleepless hours a sign of its effectiveness,1810
1,like a skillful fisher the director uses the last act to reel in the audience since its poignancy hooks us completely,1816
1,parents may even find that it goes by quickly because it has some of the funniest jokes of any movie this year including those intended for adults,1819
1,spielberg s first real masterpiece it deserved all the hearts it won and wins still 20 years later,1823
0,the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a dungeons and dragons fantasy with modern military weaponry,1824
1,a deft delightful mix of sulky teen drama and overcoming obstacles sports movie triumph,1827
1,daringly perceptive taut piercing and feisty biggie and tupac is undeniably subversive and involving in its bold presentation,1828
1,it s not like having a real film of nijinsky but at least it s better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered,1834
1,an old fashioned scary movie one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts,1838
1,see it for his performance if nothing else,1841
1,it s a fine focused piece of work that reopens an interesting controversy and never succumbs to sensationalism,1843
1,blessed with two fine nuanced lead performances,1848
1,turturro is fabulously funny and over the top as a very sneaky butler who excels in the art of impossible disappearing reappearing acts,1852
1,from a deceptively simple premise this deeply moving french drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times,1853
1,simply and eloquently articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy,1854
1,provides a very moving and revelatory footnote to the holocaust,1855
1,terrific performances great to look at and funny,1856
1,a little uneven to be the cat s meow but it s good enough to be the purr,1857
1,it s both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue only to be revealed by the dispassionate gantz brothers as ordinary pasty lumpen,1863
1,the film does a solid job of slowly steadily building up to the climactic burst of violence,1865
1,easily one of the best and most exciting movies of the year,1868
1,the evocative imagery and gentle lapping rhythms of this film are infectious it gets under our skin and draws us in long before the plot kicks into gear,1875
1,the usual movie rah rah pleasantly and predictably delivered in low key style by director michael apted and writer tom stoppard,1887
1,a headline fresh thriller set among orthodox jews on the west bank joseph cedar s time of favor manages not only to find a compelling dramatic means of addressing a complex situation it does so without compromising that complexity,1895
1,kline s utterly convincing and deeply appealing as a noble teacher who embraces a strict moral code and as a flawed human being who ca n t quite live up to it,1899
1,a thoroughly enjoyable heartfelt coming of age comedy,1901
1,what bubbles up out of john c walsh s pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch,1906
1,ms hutchins is talented enough and charismatic enough to make us care about zelda s ultimate fate,1908
1,nicole kidman evolved from star to superstar some time over the past year which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while,1913
0,the story has some nice twists but the ending and some of the back story is a little tired,1914
1,driven by a fantastic dual performance from ian holm the film is funny insightfully human and a delightful lark for history buffs,1917
1,it will make you think twice about what might be going on inside each trailer park you drive past even if it chiefly inspires you to drive a little faster,1920
1,it s a feel good movie about which you can actually feel good,1925
1,the powerpuff girls arrive on the big screen with their super powers their super simple animation and their super dooper adorability intact,1927
1,what makes the film special is the refreshingly unhibited enthusiasm that the people in spite of clearly evident poverty and hardship bring to their music,1930
0,the film has a kind of hard cold effect,1931
1,the asylum material is gripping as are the scenes of jia with his family,1933
1,takes a simple premise and carries it to unexpected heights,1939
1,comedian like its subjects delivers the goods and audiences will have a fun no frills ride,1944
1,enthusiastically invokes the percussion rhythm the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games,1949
1,the magic and original running time of ace japanimator hayao miyazaki s spirited away survives intact in bv s re voiced version,1955
1,the auteur s ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug,1958
1,bolstered by exceptional performances and a clear eyed take on the economics of dealing and the pathology of ghetto fabulousness,1959
0,for a film that s being advertised as a comedy sweet home alabama is n t as funny as you d hoped,1968
0,for a film that s being advertised as a comedy sweet home alabama is n t as funny as you d hoped,1969
1,vera has created a provocative absorbing drama that reveals the curse of a self hatred instilled by rigid social mores,1970
1,sure it s contrived and predictable but its performances are so well tuned that the film comes off winningly even though it s never as solid as you want it to be,1975
1,the chateau belongs to rudd whose portrait of a therapy dependent flakeball spouting french malapropisms is a nonstop hoot,1976
1,the cast collectively a successful example of the lovable loser protagonist shows deft comic timing,1977
1,as a good old fashioned adventure for kids spirit stallion of the cimarron is a winner,1980
1,an effective portrait of a life in stasis of the power of inertia to arrest development in a dead end existence,1981
1,succeeds as a well made evocation of a subculture,1982
1,me no lika da accents so good but i thoroughly enjoyed the love story,1984
1,scott baio is turning in some delightful work on indie projects,1985
1,it s an experience in understanding a unique culture that is presented with universal appeal,1986
1,wonder hope and magic can never escape the heart of the boy when the right movie comes along especially if it begins with the name of star wars,1989
1,a flick about our infantilized culture that is n t entirely infantile,1990
1,angel presents events partly from the perspective of aurelie and christelle and infuses the film with the sensibility of a particularly nightmarish fairytale,1993
1,who needs mind bending drugs when they can see this the final part of the qatsi trilogy directed by godfrey reggio with music by philip glass,1994
1,proof once again that if the filmmakers just follow the books they ca n t go wrong,1996
1,better effects better acting and a hilarious kenneth branagh,1997
1,an excellent sequel,1998
1,a surprisingly funny movie,2000
1,see it,2012
1,the script is smart and dark hallelujah for small favors,2013
1,this is n t exactly profound cinema but it s good natured and sometimes quite funny,2017
1,the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him there is never really a true us versus them,2026
1,the history is fascinating the action is dazzling,2027
1,a lovely film for the holiday season,2030
1,it s a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor,2032
1,at once subtle and visceral the film never succumbs to the trap of the maudlin or tearful offering instead with its unflinching gaze a measure of faith in the future,2033
1,despite its lavish formalism and intellectual austerity the film manages to keep you at the edge of your seat with its shape shifting perils political intrigue and brushes with calamity,2035
1,a completely spooky piece of business that gets under your skin and some plot blips aside stays there for the duration,2038
1,superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen,2039
1,the ensemble cast turns in a collectively stellar performance and the writing is tight and truthful full of funny situations and honest observations,2040
1,not quite as miraculous as its dreamworks makers would have you believe but it more than adequately fills the eyes and stirs the emotions,2041
1,the lightest most breezy movie steven spielberg has made in more than a decade,2043
1,this is a very funny heartwarming film,2046
1,it has fun with the quirks of family life but it also treats the subject with fondness and respect,2047
1,rarely indeed almost never is such high wattage brainpower coupled with pitch perfect acting and an exquisite unfakable sense of cinema,2048
1,the leanest and meanest of solondz s misanthropic comedies,2049
1,a dark quirky road movie that constantly defies expectation,2050
1,there are some movies that hit you from the first scene and you know it s going to be a trip,2051
1,an energetic violent movie with a momentum that never lets up,2054
1,lasker s canny meditative script distances sex and love as byron and luther realize they ca n t get no satisfaction without the latter,2055
1,it turns out to be smarter and more diabolical than you could have guessed at the beginning,2056
1,noyce has worked wonders with the material,2058
1,and the reason for that is a self aware often self mocking intelligence,2060
1,the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy,2061
1,a very well meaning movie and it will stand in future years as an eloquent memorial to the world trade center tragedy,2062
1,vividly demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small personal film with an emotional wallop,2064
1,a four star performance from kevin kline who unfortunately works with a two star script,2065
1,now as a former gong show addict i ll admit it my only complaint is that we did n t get more re creations of all those famous moments from the show,2070
1,succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides,2071
1,a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare but mira nair s film is an absolute delight for all audiences,2074
1,a weird and wonderful comedy,2075
1,the movie should jolt you out of your seat a couple of times give you a few laughs and leave you feeling like it was worth your seven bucks even though it does turn out to be a bit of a cheat in the end,2076
1,labute s careful handling makes the material seem genuine rather than pandering,2079
1,but they fascinate in their recklessness,2081
1,death to smoochy is often very funny but what s even more remarkable is the integrity of devito s misanthropic vision,2082
1,a wonderful ghastly film,2084
1,it grabs you in the dark and shakes you vigorously for its duration,2089
1,witty contemplative and sublimely beautiful,2105
1,a surprisingly solid achievement by director malcolm d lee and writer john ridley,2106
1,this is pure exciting moviemaking,2108
1,works because reno does n t become smug or sanctimonious towards the audience,2109
1,the film s highlight is definitely its screenplay both for the rhapsodic dialogue that jumps off the page and for the memorable character creations,2113
1,the film is bright and flashy in all the right ways,2116
1,it excels because unlike so many other hollywood movies of its ilk it offers hope,2120
1,spectacularly beautiful not to mention mysterious sensual emotionally intense and replete with virtuoso throat singing,2122
1,a stirring funny and finally transporting re imagining of beauty and the beast and 1930s horror films,2125
1,with so many bad romances out there this is the kind of movie that deserves a chance to shine,2128
1,brash intelligent and erotically perplexing haneke s portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt,2129
1,and your reward will be a thoughtful emotional movie experience,2134
1,godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love history memory resistance and artistic transcendence,2136
1,by the end you ca n t help but feel stoked,2139
1,mike leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,2141
1,sparkling often hilarious romantic jealousy comedy attal looks so much like a young robert deniro that it seems the film should instead be called my husband is travis bickle,2143
1,the all french cast is marveilleux,2147
1,brosnan gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day,2150
1,audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip non synching but otherwise the production is suitably elegant,2151
1,the movie is very funny as you peek at it through the fingers in front of your eyes,2152
1,an enjoyably frothy date movie,2156
1,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy,2158
1,if mostly martha is mostly unsurprising it s still a sweet even delectable diversion,2160
1,a wild comedy that could only spring from the demented mind of the writer of being john malkovich,2161
1,schnitzler does a fine job contrasting the sleekness of the film s present with the playful paranoia of the film s past,2162
1,a good documentary can make interesting a subject you thought would leave you cold,2165
1,the film is enriched by an imaginatively mixed cast of antic spirits headed by christopher plummer as the subtlest and most complexly evil uncle ralph i ve ever seen in the many film and stage adaptations of the work,2169
1,showtime is a fine looking film with a bouncy score and a clutch of lively songs for deft punctuation,2175
1,a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers,2180
1,the rare movie that s as crisp and to the point as the novel on which it s based,2188
1,sayles has an eye for the ways people of different ethnicities talk to and about others outside the group,2190
1,charlie hunnam has the twinkling eyes repressed smile and determined face needed to carry out a dickensian hero,2192
1,niccol the filmmaker merges his collaborators symbolic images with his words insinuating for example that in hollywood only god speaks to the press,2193
1,i simply ca n t recommend it enough,2198
1,we want the funk and this movie s got it,2200
1,the storylines are woven together skilfully the magnificent swooping aerial shots are breathtaking and the overall experience is awesome,2203
1,a miraculous movie i m going home is so slight yet overflows with wisdom and emotion,2204
0,baran is shockingly devoid of your typical majid majidi shoe loving crippled children,2205
1,a b movie you can sit through enjoy on a certain level and then forget,2212
1,director todd solondz has made a movie about critical reaction to his two previous movies and about his responsibility to the characters that he creates,2214
1,an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low budget video shot debut indie effort,2219
1,renner carries much of the film with a creepy and dead on performance,2234
1,unexpected and often contradictory truths emerge,2237
1,less the sensational true crime hell jaunt purists might like and more experimental in its storytelling though no less horrifying for it,2241
0,eerily accurate depiction of depression,2243
1,the film has the courage of its convictions and excellent performances on its side,2253
1,a movie that will thrill you touch you and make you laugh as well,2255
1,coy but exhilarating with really solid performances by ving rhames and wesley snipes,2261
1,it is a likable story told with competence,2262
1,a small movie with a big impact,2265
1,it s far from a frothy piece and the characters are complex laden with plenty of baggage and tinged with tragic undertones,2270
1,while the plot follows a predictable connect the dots course director john schultz colors the picture in some evocative shades,2278
1,an intelligent romantic thriller of a very old school kind of quality,2286
1,o fantasma is boldly confidently orchestrated aesthetically and sexually and its impact is deeply and rightly disturbing,2289
1,while centered on the life experiences of a particular theatrical family this marvelous documentary touches ever so gracefully on the entire history of the yiddish theater both in america and israel,2294
1,the immersive powers of the giant screen and its hyper realistic images are put to perfect use in the breathtakingly beautiful outer space documentary space station 3d,2296
1,mostly works because of the universal themes earnest performances and excellent use of music by india s popular gulzar and jagjit singh,2300
1,coral reef adventure is a heavyweight film that fights a good fight on behalf of the world s endangered reefs and it lets the pictures do the punching,2322
1,poignant and moving a walk to remember is an inspirational love story capturing the innocence and idealism of that first encounter,2324
1,handsome and sophisticated approach to the workplace romantic comedy,2326
1,a shimmeringly lovely coming of age portrait shot in artful watery tones of blue green and brown,2327
1,the cat s meow marks a return to form for director peter bogdanovich,2332
1,a very charming and funny movie,2335
1,this is a film that manages to find greatness in the hue of its drastic iconography,2336
1,you can sip your vintage wines and watch your merchant ivory productions i ll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week,2340
1,cold nervy and memorable,2343
1,it s consistently funny in an irresistible junior high way and consistently free of any gag that would force you to give it a millisecond of thought,2349
1,cuaron repeatedly perversely undercuts the joie de vivre even as he creates it giving the movie a mournful undercurrent that places the good time shenanigans in welcome perspective,2352
1,it s definitely an improvement on the first blade since it does n t take itself so deadly seriously,2353
1,what s invigorating about it is that it does n t give a damn,2356
0,perhaps the grossest movie ever made,2360
1,one of those exceedingly rare films in which the talk alone is enough to keep us involved,2362
1,a heartbreakingly thoughtful minor classic the work of a genuine and singular artist,2363
1,between them de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season,2365
1,a stylish but steady and ultimately very satisfying piece of character driven storytelling,2368
1,though it s equally solipsistic in tone the movie has enough vitality to justify the notion of creating a screen adaptation of evans saga of hollywood excess,2371
1,the structure is simple but in its own way rabbit proof fence is a quest story as grand as the lord of the rings,2376
1,the charm of the first movie is still there and the story feels like the logical unforced continuation of the careers of a pair of spy kids,2381
1,k 19 stays afloat as decent drama action flick,2382
1,it sends you away a believer again and quite cheered at just that,2383
1,an emotionally and spiritually compelling journey seen through the right eyes with the right actors and with the kind of visual flair that shows what great cinema can really do,2385
1,instead she sees it as a chance to revitalize what is and always has been remarkable about clung to traditions,2386
1,what the movie lacks in action it more than makes up for in drama suspense revenge and romance,2391
1,probes in a light hearted way the romantic problems of individuals for whom the yearning for passion spells discontent,2393
0,the directing and story are disjointed flaws that have to be laid squarely on taylor s doorstep,2396
1,but the actors make this worth a peek,2397
1,seems based on ugly ideas instead of ugly behavior as happiness was hence storytelling is far more appealing,2403
1,it s a hoot watching the rock chomp on jumbo ants pull an arrow out of his back and leap unscathed through raging fire,2419
1,unfolds with such a wallop of you are there immediacy that when the bullets start to fly your first instinct is to duck,2421
1,polanski has found the perfect material with which to address his own world war ii experience in his signature style,2424
1,a colorful joyous celebration of life a tapestry woven of romance dancing singing and unforgettable characters,2427
1,frei assembles a fascinating profile of a deeply humanistic artist who in spite of all that he s witnessed remains surprisingly idealistic and retains an extraordinary faith in the ability of images to communicate the truth of the world around him,2428
1,a well paced and satisfying little drama that deserved better than a direct to video release,2430
1,one of those rare films that seems as though it was written for no one but somehow manages to convince almost everyone that it was put on the screen just for them,2433
1,director chris wedge and screenwriters michael berg michael j wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time,2435
1,lovely and amazing is holofcener s deep uncompromising curtsy to women she knows and very likely is,2443
1,when all is said and done she loves them to pieces and so i trust will you,2444
1,the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst,2448
1,it s definitely a step in the right direction,2449
1,the film s gamble to occasionally break up the live action scenes with animated sequences pays off as does its sensitive handling of some delicate subject matter,2454
1,talk to her is not the perfect movie many have made it out to be but it s still quite worth seeing,2455
1,an invaluable historical document thanks to the filmmaker s extraordinary access to massoud whose charm cultivation and devotion to his people are readily apparent,2461
1,everyone should be able to appreciate the wonderful cinematography and naturalistic acting,2466
1,shanghai ghetto may not be as dramatic as roman polanski s the pianist but its compassionate spirit soars every bit as high,2469
1,constantly touching surprisingly funny semi surrealist exploration of the creative act,2472
1,the soundtrack alone is worth the price of admission,2479
1,bielinsky is a filmmaker of impressive talent,2482
1,a gentle and engrossing character study,2485
1,just as the recent argentine film son of the bride reminded us that a feel good movie can still show real heart time of favor presents us with an action movie that actually has a brain,2489
1,a strong piece of work,2490
1,a stirring tribute to the bravery and dedication of the world s reporters who willingly walk into the nightmare of war not only to record the events for posterity but to help us clearly see the world of our making,2491
1,it s more enjoyable than i expected though and that s because the laughs come from fairly basic comedic constructs,2502
1,those moviegoers who would automatically bypass a hip hop documentary should give scratch a second look,2504
1,romantic riveting and handsomely animated,2506
1,a competent unpretentious entertainment destined to fill the after school slot at shopping mall theaters across the country,2507
1,shot largely in small rooms the film has a gentle unforced intimacy that never becomes claustrophobic,2508
1,mcgrath has deftly trimmed dickens wonderfully sprawling soap opera the better to focus on the hero s odyssey from cowering poverty to courage and happiness,2511
1,but kouyate elicits strong performances from his cast and he delivers a powerful commentary on how governments lie no matter who runs them,2514
1,a triumph a film that hews out a world and carries us effortlessly from darkness to light,2524
1,an action thriller of the finest kind evoking memories of day of the jackal the french connection and heat,2532
1,nicole holofcener s lovely and amazing from her own screenplay jumps to the head of the class of women s films that manage to avoid the ghetto of sentimental chick flicks by treating female follies with a satirical style,2537
1,that jack nicholson makes this man so watchable is a tribute not only to his craft but to his legend,2538
1,has a solid emotional impact,2539
1,mark pellington s latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth,2541
1,if you ve the patience there are great rewards here,2546
1,a great participatory spectator sport,2551
1,but arriving at a particularly dark moment in history it offers flickering reminders of the ties that bind us,2553
0,stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation,2556
1,a funny yet dark and seedy clash of cultures and generations,2557
1,the hook is the drama within the drama as an unsolved murder and an unresolved moral conflict jockey for the spotlight,2558
1,like smoke signals the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,2560
1,melds derivative elements into something that is often quite rich and exciting and always a beauty to behold,2563
1,a thoughtful visually graceful work,2565
1,a worthy addition to the cinematic canon which at last count numbered 52 different versions,2568
1,a solidly constructed entertaining thriller that stops short of true inspiration,2573
1,if the real life story is genuinely inspirational the movie stirs us as well,2590
1,the powder blues and sun splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly dancing clubs,2593
1,if it s not entirely memorable the movie is certainly easy to watch,2595
1,best indie of the year so far,2597
1,the plot weaves us into a complex web,2599
1,this is the best star trek movie in a long time,2604
1,gay or straight kissing jessica stein is one of the greatest date movies in years,2612
1,this is a movie full of grace and ultimately hope,2613
1,a must see for all sides of the political spectrum,2616
1,this humbling little film fueled by the light comedic work of zhao benshan and the delicate ways of dong jie is just the sort for those moviegoers who complain that they do n t make movies like they used to anymore,2621
1,maggie g makes an amazing breakthrough in her first starring role and eats up the screen,2624
1,the film fits into a genre that has been overexposed redolent of a thousand cliches and yet remains uniquely itself vibrant with originality,2625
1,not only is it a charming funny and beautifully crafted import it uses very little dialogue making it relatively effortless to read and follow the action at the same time,2626
1,happy times maintains an appealing veneer without becoming too cute about it,2632
1,frailty offers chills much like those that you get when sitting around a campfire around midnight telling creepy stories to give each other the willies,2635
1,some of the visual flourishes are a little too obvious but restrained and subtle storytelling and fine performances make this delicate coming of age tale a treat,2639
1,if the material is slight and admittedly manipulative jacquot preserves tosca s intoxicating ardor through his use of the camera,2645
1,splendidly illustrates the ability of the human spirit to overcome adversity,2657
1,to those who have not read the book the film is a much better mother daughter tale than last summer s divine secrets of the ya ya sisterhood but that s not saying much,2660
1,a mature deeply felt fantasy of a director s travel through 300 years of russian history,2667
1,it s an effort to watch this movie but it eventually pays off and is effective if you stick with it,2674
1,a harrowing account of a psychological breakdown,2675
1,it may scream low budget but this charmer has a spirit that can not be denied,2679
0,without de niro city by the sea would slip under the waves,2681
1,he drags it back single handed,2682
1,the film oozes craft,2690
1,a classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached,2693
1,washington overcomes the script s flaws and envelops the audience in his character s anguish anger and frustration,2695
1,any movie that makes hard work seem heroic deserves a look,2701
1,it s a funny little movie with clever dialogue and likeable characters,2703
1,that s why sex and lucia is so alluring,2708
1,an elegant work food of love is as consistently engaging as it is revealing,2709
1,a powerful inflammatory film about religion that dares to question an ancient faith and about hatred that offers no easy comfortable resolution,2711
1,in its own floundering way it gets to you,2712
1,return to never land may be another shameless attempt by disney to rake in dough from baby boomer families but it s not half bad,2713
1,you can watch giggle and get an adrenaline boost without feeling like you ve completely lowered your entertainment standards,2717
1,this rich bittersweet israeli documentary about the life of song and dance man pasach ke burstein and his family transcends ethnic lines,2719
1,cool gadgets and creatures keep this fresh,2720
1,a bilingual charmer just like the woman who inspired it,2724
1,miyazaki s nonstop images are so stunning and his imagination so vivid that the only possible complaint you could have about spirited away is that there is no rest period no timeout,2729
1,a delightfully unpredictable hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels,2730
1,assured vital and well wrought the film is arguably the most accomplished work to date from hong kong s versatile stanley kwan,2731
1,as each of them searches for their place in the world miller digs into their very minds to find an unblinking flawed humanity,2733
1,a surprisingly sweet and gentle comedy,2734
1,shanghai ghetto much stranger than any fiction brings this unknown slice of history affectingly to life,2735
1,it s not particularly well made but since i found myself howling more than cringing i d say the film works,2736
1,her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks,2737
1,though its story is only surface deep the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look see,2738
1,sometimes charming sometimes infuriating this argentinean dramedy succeeds mainly on the shoulders of its actors,2739
1,you may feel compelled to watch the film twice or pick up a book on the subject,2740
0,taken outside the context of the current political climate see terrorists are more evil than ever,2744
1,the sum of all fears is simply a well made and satisfying thriller,2745
1,one of the most splendid entertainments to emerge from the french film industry in years,2747
1,neither the funniest film that eddie murphy nor robert de niro has ever made showtime is nevertheless efficiently amusing for a good while,2752
1,it s worth the extra effort to see an artist still committed to growth in his ninth decade change while remaining true to his principles with a film whose very subject is quite pointedly about the peril of such efforts,2756
1,this is a very ambitious project for a fairly inexperienced filmmaker but good actors good poetry and good music help sustain it,2761
1,the modern master of the chase sequence returns with a chase to end all chases,2762
1,but the nerve raked acting the crackle of lines the impressive stagings of hardware make for some robust and scary entertainment,2766
1,a small gem of a movie that defies classification and is as thought provoking as it is funny scary and sad,2768
1,for a long time the film succeeds with its dark delicate treatment of these characters and its unerring respect for them,2769
1,it s sweet,2773
1,it s funny,2774
1,it s never laugh out loud funny but it is frequently amusing,2777
1,the unexplored story opportunities of punch drunk love may have worked against the maker s minimalist intent but it is an interesting exercise by talented writer director anderson,2779
1,piercingly affecting while clearly a manipulative film emerges as powerful rather than cloying,2782
1,very amusing not the usual route in a thriller and the performances are odd and pixilated and sometimes both,2783
1,a marvel of production design,2786
1,is not so much a work of entertainment as it is a unique well crafted psychological study of grief,2790
1,a lot smarter than your average bond,2797
1,part of the film s cheeky charm comes from its vintage schmaltz,2800
1,both a successful adaptation and an enjoyable film in its own right,2806
1,a mostly believable refreshingly low key and quietly inspirational little sports drama,2808
1,exhilarating funny and fun,2811
